;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
16094;33765;9;21;25;1;1;1;1;1;9;371;9;1;1;1;1;1;48
16095;33766;9;9;25;1;1;2;1;1;9;385;9;1;8;13;7;1;42
16096;33767;9;18;25;1;1;2;1;1;1516;9999;9;1;7;15;7;1;38
16097;33768;9;9;25;1;1;2;1;1;1516;9999;8;1;7;15;7;1;9
16098;33770;9;10;25;1;1;2;1;1;9;440;9;1;8;14;1;1;33
16099;33771;9;5;46;1;1;1;1;1;9;598;7;1;8;18;2;1;21
16100;33772;9;21;46;1;1;1;1;1;9;510;6;1;2;15;1;1;21
16101;33774;9;4;46;2;1;1;1;1;108;9999;4;1;3;15;3;1;3
16102;33775;9;21;46;1;1;1;1;1;12;9999;6;1;8;13;9;1;9
16103;33776;9;8;46;1;1;2;1;1;12;9999;6;1;3;15;2;13;21
16104;33778;9;6;56;1;1;2;1;1;802;372;7;1;2;15;6;1;9
16105;33779;9;23;56;1;1;1;1;1;15;101;6;1;8;14;1;16;9
16106;33780;9;6;26;1;1;2;1;1;6;507;7;1;8;14;1;18;9
16107;33781;9;12;47;1;1;2;1;1;6002;11;7;1;8;13;8;10;9
16108;33783;9;13;49;1;1;2;1;1;802;444;7;2;8;14;1;16;31
16109;33784;9;9;67;1;1;2;1;1;608;9999;6;1;8;14;1;16;9
16111;33786;9;20;56;1;1;1;1;1;6;371;6;1;4;15;7;4;21
16112;33788;9;19;56;2;1;1;1;1;5427;7;3;1;8;13;7;11;9
16113;33789;9;2;56;1;1;1;1;1;802;365;7;1;2;15;6;1;21
16114;33790;9;20;56;1;1;1;1;1;6;356;6;1;2;15;4;1;9
16115;33791;9;5;56;1;1;1;1;1;6;355;6;1;7;15;8;4;9
16116;33793;9;16;67;1;1;2;1;1;6023;9999;4;1;8;15;8;11;21
16117;33794;9;18;67;1;1;2;1;1;17;95;7;1;8;18;9;1;9
16118;33795;9;18;67;1;1;2;1;1;17;75;8;1;3;15;3;1;9
16119;33796;9;21;67;1;1;1;1;1;606;1;6;1;8;18;3;1;9
16120;33797;9;19;67;1;1;1;1;1;17;78;8;1;8;14;1;16;31
16122;33799;9;19;56;1;1;1;1;1;15;78;7;1;8;13;9;10;21
16123;33800;9;11;56;1;1;2;1;1;15;73;7;1;7;15;5;12;21
16124;33801;9;10;34;1;1;2;1;1;19;90;7;1;8;13;8;11;21
16125;33802;9;18;56;1;1;2;1;1;15;86;7;1;3;15;8;12;21
16126;33803;9;19;56;1;1;1;1;1;15;69;6;1;8;13;9;11;71
16127;33804;9;17;56;1;1;2;1;1;802;329;7;1;2;15;4;1;406
16128;33805;9;14;56;1;1;2;1;1;15;113;6;1;8;15;8;18;21
16129;33806;9;19;56;1;1;1;1;1;6;385;6;1;2;15;4;1;9
16130;33807;9;20;56;1;1;1;1;1;15;93;6;1;2;15;4;8;21
16131;33808;9;21;47;1;1;1;1;1;2;510;7;2;7;15;3;1;32
16132;33809;9;16;47;1;1;2;1;1;2;501;8;2;3;15;6;21;21
16133;33810;9;12;47;1;1;2;1;1;2;501;8;2;7;15;7;12;59
16134;33811;9;21;47;1;1;1;1;1;6020;9999;6;1;2;15;4;1;9
16135;33818;9;13;47;1;1;2;1;1;2;521;7;2;7;15;8;6;21
16136;33819;9;23;47;1;1;1;1;1;2;540;7;2;8;13;9;11;9
16137;33820;9;15;47;1;1;2;1;1;6000;2;7;2;2;15;4;1;9
16138;33821;9;10;47;1;1;2;1;1;2;542;7;2;2;15;4;1;9
16140;33823;9;9;47;1;1;2;1;1;6010;8;7;1;2;15;4;1;21
16141;33824;9;15;47;1;1;2;1;1;6010;9;7;1;3;15;4;1;9
16142;33826;9;15;47;1;1;2;1;1;6010;5;7;1;7;15;8;14;21
16143;33827;9;16;26;1;1;2;1;1;17;13;7;1;8;13;1;18;9
16144;33828;9;18;26;1;1;2;1;1;17;15;7;1;3;15;3;1;9
16145;33829;9;22;67;1;1;1;1;1;6023;64;7;1;3;15;3;1;21
16146;33830;9;16;26;1;1;2;1;1;17;16;7;1;3;15;1;1;9
16147;33831;9;16;26;1;1;2;1;1;17;5;6;2;3;15;6;12;9
16148;33833;9;10;26;1;1;2;1;1;6020;6;6;1;8;13;9;11;9
16149;33834;9;18;26;1;1;2;1;1;6020;5;6;1;8;13;9;11;3
16150;33836;9;16;26;1;1;2;1;1;2;543;8;2;7;13;9;6;9
16151;33837;9;18;26;1;1;2;1;1;2;553;8;1;8;14;7;16;9
16152;33838;9;18;26;1;1;2;1;1;2;543;17;1;7;13;9;6;9
16153;33840;9;13;47;1;1;2;1;1;802;480;7;2;8;3;6;10;9
16154;33841;9;3;49;1;1;1;1;1;802;454;7;2;8;2;2;11;9
16155;33842;9;0;49;1;1;1;1;1;6;470;6;1;8;13;9;11;9
16156;33843;9;17;49;1;1;2;1;1;6;476;7;1;2;15;4;1;9
16157;33844;9;18;49;1;1;2;1;1;6;403;7;1;8;13;9;10;36
16158;33845;9;22;56;1;1;1;1;1;6;400;7;1;8;14;1;16;9
16159;33846;9;18;49;1;1;2;1;1;6;422;7;1;8;13;9;11;9
16160;33847;9;7;67;1;1;2;1;1;607;104;12;1;7;15;7;21;21
16161;33848;9;12;60;1;1;2;1;1;805;283;12;2;8;15;4;1;21
16162;33849;9;9;60;1;1;2;1;1;805;298;12;2;8;14;3;16;3
16165;33853;9;20;73;1;1;1;1;1;403;10;7;1;3;15;7;1;31
16166;33854;9;22;73;1;1;1;1;1;403;5;7;1;3;15;7;1;9
16168;33859;9;16;73;1;1;2;1;1;4036;4;6;1;8;18;7;1;90
16169;33860;9;21;73;1;1;1;1;1;4022;9999;8;2;1;15;3;2;9
16170;33864;9;19;73;1;1;1;1;1;4036;0;7;1;8;15;7;1;9
16171;33865;9;18;60;1;1;2;1;1;9999;106;6;1;8;15;7;1;9
16172;33866;9;10;73;1;1;2;1;1;4036;0;7;1;3;15;7;1;31
16173;33867;9;22;73;1;1;1;1;1;4042;9999;6;1;8;18;8;1;31
16174;33868;9;12;73;1;1;2;1;1;4036;9999;6;1;1;15;1;1;9
16175;33869;9;16;73;1;1;2;1;1;4036;9999;6;1;3;15;7;1;32
16176;33870;9;20;73;1;1;1;1;1;403;12;7;1;8;18;8;1;9
16177;33871;9;9;73;1;1;2;1;1;401;9;16;1;3;15;8;4;33
16178;33872;9;18;73;1;1;2;1;1;401;8;16;1;3;15;4;1;5
16179;33873;9;1;73;1;1;1;1;1;4016;1;5;1;8;18;1;1;21
16180;33874;9;8;73;1;1;2;1;1;401;10;16;1;3;15;5;7;9
16181;33875;9;10;73;1;1;2;1;1;401;8;16;1;2;15;4;1;9
16182;33876;9;2;60;1;1;1;1;1;805;291;12;1;8;15;7;1;40
16183;33877;9;9;73;1;1;2;1;1;403;5;7;2;3;15;7;1;21
16185;33883;9;21;73;1;1;1;1;1;403;5;7;2;2;15;4;1;36
16186;33885;9;14;74;1;1;2;1;1;4033;9999;1;1;3;15;6;1;36
16187;33886;9;23;74;1;1;1;1;1;4033;9999;1;1;3;15;6;1;3
16188;33888;9;8;74;1;1;2;1;1;4033;9999;1;1;2;15;4;1;3
16189;33889;9;20;60;1;1;1;1;1;9999;9999;1;1;8;14;8;16;46
16190;33890;9;14;74;1;1;2;1;1;4004;9999;1;1;1;15;1;2;71
16191;33891;9;20;74;1;1;1;1;1;4033;9999;1;1;1;15;1;2;9
16192;33893;9;10;74;1;1;2;1;1;4033;9999;1;1;1;15;1;2;439
16193;33901;9;8;74;1;1;2;1;1;1;248;14;1;8;15;7;1;21
16194;33903;9;9;74;1;1;2;1;1;1;249;14;1;3;15;7;1;9
16195;33904;9;17;74;1;1;2;1;1;1;252;14;1;3;15;7;1;31
16196;33908;9;16;74;1;1;2;1;1;1;249;14;1;3;15;7;1;9
16197;33910;9;12;60;1;1;2;1;1;805;250;7;2;8;18;7;1;46
16198;33911;9;15;60;1;1;2;2;1;805;254;7;2;8;18;7;1;3
16199;33914;9;14;74;1;1;2;1;1;4010;2;6;1;8;13;9;1;46
16200;33915;9;8;74;1;1;2;1;1;6;16;7;2;8;13;9;1;9
16201;33916;9;16;74;1;1;2;1;1;6;12;7;2;3;15;7;1;9
16209;33933;9;23;73;1;1;1;1;1;322;61;9;2;7;9;1;1;9
16210;33934;9;15;73;1;1;2;1;1;4030;9999;12;1;3;15;2;1;9
16211;33935;9;18;73;1;1;2;1;1;4030;9999;12;1;8;14;2;16;9
16212;33936;9;14;73;1;1;2;1;1;1;300;14;1;8;14;2;16;9
16213;33937;9;19;73;1;1;1;1;1;4001;9999;12;1;3;15;2;1;9
16214;33938;9;21;73;1;1;1;1;1;4030;9999;14;1;8;15;2;1;38
16215;33940;9;9;73;1;1;2;1;1;1;300;14;1;3;15;7;1;31
16216;33941;9;7;73;1;1;2;1;1;1;295;8;1;7;15;7;18;9
16217;33942;9;19;73;1;1;1;1;1;1;297;15;1;7;15;7;18;42
16218;33943;9;20;73;1;1;1;1;1;1;297;15;1;7;15;7;18;9
16220;33947;9;20;73;1;1;1;1;1;1;297;15;1;7;15;8;18;32
16222;33950;9;12;60;1;1;2;1;1;801;16;11;2;8;14;9;1;82
16223;33951;9;23;60;1;1;1;1;1;801;8;11;2;8;18;7;1;86
16224;33952;9;18;60;1;1;2;1;1;801;8;11;2;3;15;8;1;9
16225;33957;9;22;73;1;1;1;1;1;322;70;11;1;8;15;7;1;33
16226;33958;9;8;73;1;1;2;1;1;322;65;12;1;8;7;2;1;439
16227;33960;9;12;73;1;1;2;1;1;322;72;12;1;8;14;3;16;32
16228;33961;9;2;73;1;1;1;1;1;322;68;13;1;8;12;2;1;9
16229;33986;9;19;73;1;1;1;1;1;4030;3;6;1;2;15;4;1;9
16230;33987;9;12;73;1;1;2;1;1;4001;4;7;1;3;15;7;1;32
16232;33989;9;21;73;1;1;1;1;1;322;57;7;1;8;15;9;1;42
16233;33992;9;14;68;1;1;2;1;1;201;90;6;1;7;15;1;4;9
16234;33993;9;21;27;2;1;1;1;1;2313;20;6;1;1;15;1;4;3
16235;33994;9;15;68;1;1;2;1;1;204;80;7;1;7;15;8;10;21
16236;33996;9;20;68;1;1;1;1;1;2317;9999;8;1;8;13;8;1;21
16237;33997;9;9;27;1;1;2;1;1;2300;11;7;1;8;14;1;16;9
16238;33998;9;21;27;1;1;1;1;1;2306;7;8;1;8;13;7;1;9
16239;33999;9;10;27;1;1;2;1;1;1;560;8;1;5;15;3;4;9
16240;34000;9;1;68;1;1;1;1;1;2317;9999;8;1;8;13;7;1;9
16241;34001;9;20;27;1;1;1;1;1;204;8;8;1;1;15;3;4;9
16242;34002;9;22;27;1;1;1;1;1;2306;65;8;1;2;15;4;1;439
16243;34004;9;10;68;1;1;2;1;1;204;44;7;1;8;18;8;1;9
16244;34005;9;8;27;1;1;2;1;1;2319;4;4;1;8;18;8;1;31
16245;34007;9;10;68;1;1;2;1;1;2317;9999;3;1;7;15;4;18;21
16246;34010;9;11;68;1;1;2;1;1;2341;25;6;1;7;15;1;16;21
16247;34011;9;14;68;1;1;2;1;1;204;80;7;1;8;14;1;16;9
16248;34013;9;12;68;1;1;2;1;1;204;78;7;1;8;18;8;1;31
16249;34014;9;18;68;1;1;2;1;1;204;68;11;1;7;15;7;1;9
16250;34015;9;7;68;1;1;2;1;1;201;61;6;1;7;16;1;16;21
16251;34016;9;11;68;1;1;2;1;1;201;69;6;1;8;18;7;1;3
16252;34017;9;12;68;1;1;2;1;1;201;68;7;1;7;15;4;1;9
16253;34018;9;20;68;1;1;1;1;1;201;59;6;1;7;15;1;9;9
16254;34019;9;14;68;1;1;2;1;1;204;62;11;1;7;15;8;4;46
16255;34020;9;20;68;1;1;1;1;1;204;62;11;1;7;15;4;1;3
16256;34021;9;16;68;1;1;2;1;1;201;76;6;1;8;18;8;1;9
16257;34022;9;15;27;1;1;2;1;1;301;164;8;1;8;13;7;1;341
16258;34023;9;0;27;1;1;1;1;1;301;164;8;1;3;15;7;1;46
16259;34024;9;9;27;1;1;2;1;1;301;176;5;1;3;15;8;7;9
16260;34025;9;12;27;1;1;2;1;1;301;82;8;1;5;15;8;4;9
16261;34027;9;20;27;2;1;1;1;1;2313;19;7;1;8;13;7;1;21
16262;34028;9;17;27;1;1;2;1;1;301;79;8;1;2;15;6;12;9
16263;34029;9;12;27;1;1;2;1;1;301;79;8;1;8;14;1;16;9
16264;34030;9;13;27;1;1;2;1;1;301;80;8;1;3;15;8;4;9
16265;34032;9;1;27;2;1;1;1;1;2313;15;7;1;3;15;8;4;9
16266;34034;9;12;27;1;1;2;1;1;1;563;8;1;3;15;8;1;9
16267;34035;9;10;27;1;1;2;1;1;1;564;8;1;3;15;8;1;82
16268;34036;9;11;27;1;1;2;1;1;1;561;8;1;8;13;8;1;32
16269;34038;9;21;27;1;1;1;1;1;2323;28;7;1;2;15;4;1;9
16270;34039;9;9;27;1;1;2;1;1;1;584;8;1;3;15;8;19;31
16271;34040;9;15;27;1;1;2;1;1;204;33;8;1;3;15;8;1;9
16272;34041;9;6;27;1;1;2;1;1;204;38;8;1;8;13;7;1;9
16273;34042;9;21;27;1;1;1;1;1;1;606;8;1;3;15;8;1;9
16274;34043;9;13;27;1;1;2;1;1;2307;15;8;1;2;15;4;1;9
16275;34044;9;0;27;1;1;1;1;1;1;598;8;1;3;15;8;1;9
16276;34046;9;10;27;2;1;2;1;1;2314;9999;6;1;8;14;2;16;9
16277;34047;9;19;27;1;1;1;1;1;1;603;8;1;8;14;1;16;38
16278;34049;9;21;27;1;1;1;1;1;2311;14;8;1;8;13;8;1;31
16279;34050;9;18;27;1;1;2;1;1;2311;9999;8;1;3;15;8;4;9
16280;34051;9;15;27;1;1;2;1;1;1;603;8;1;3;15;2;6;42
16281;34052;9;17;27;1;1;2;1;1;1;603;8;1;3;15;3;16;9
16282;34053;9;13;27;1;1;2;1;1;2300;2;7;1;2;15;5;1;38
16283;34055;9;16;27;1;1;2;1;1;2307;21;7;1;3;15;8;7;21
16284;34056;9;16;27;1;1;2;1;1;2300;16;7;1;1;15;1;4;32
16285;34057;9;12;27;1;1;2;1;1;2300;24;7;1;2;15;4;1;36
16286;34059;9;13;27;1;1;2;1;1;204;6;8;1;4;15;4;1;82
16287;34060;9;16;27;1;1;2;1;1;204;9;8;1;3;15;2;1;86
16288;34061;9;21;27;1;1;1;1;1;202;13;8;1;8;13;9;1;9
16289;34062;9;18;27;1;1;2;1;1;301;158;8;1;8;13;7;1;9
16290;34063;9;19;27;1;1;1;1;1;204;6;8;1;3;15;7;12;36
16291;34064;9;10;27;1;1;2;1;1;204;8;8;1;3;15;7;1;9
16292;34065;9;14;54;1;1;2;1;1;3607;9999;7;1;8;18;9;10;9
16293;34066;9;17;28;1;1;2;1;1;3624;9999;6;1;3;15;8;8;33
16294;34067;9;12;6;1;1;2;1;1;3321;10;6;1;8;13;1;11;439
16295;34068;9;9;6;1;1;2;1;1;3305;10;7;1;1;15;1;1;38
16298;34071;9;9;54;1;1;2;1;1;3011;34;7;1;1;15;1;4;9
16299;34072;9;20;6;1;1;1;1;1;313;13;7;2;2;15;1;1;9
16300;34073;9;16;28;2;1;2;1;1;3612;44;6;1;8;14;1;16;42
16301;34074;9;22;54;1;1;1;1;1;305;9999;7;1;7;15;1;4;9
16302;34075;9;8;54;1;1;2;1;1;3625;9999;7;1;1;15;1;4;31
16303;34076;9;22;54;1;1;1;1;1;1;403;7;1;2;15;4;1;31
16304;34078;9;18;6;1;1;2;1;1;404;130;7;1;3;15;7;8;9
16305;34079;9;12;6;1;1;2;1;1;1;310;7;1;3;15;8;1;9
16306;34080;9;19;6;1;1;1;1;1;322;28;8;1;2;15;4;1;9
16307;34081;9;23;28;2;1;1;1;1;3615;9999;6;1;8;14;1;16;9
16309;34083;9;23;28;1;1;1;1;1;316;140;7;1;8;13;2;11;82
16310;34084;9;13;28;1;1;2;1;1;308;43;7;1;8;14;1;15;31
16311;34085;9;7;54;1;1;2;1;1;9;58;8;1;2;15;4;1;3
16312;34086;9;0;54;1;1;1;1;1;3625;9999;7;1;1;15;1;4;9
16313;34087;9;13;54;1;1;2;1;1;1;392;7;1;3;15;4;1;38
16315;34089;9;17;54;1;1;2;1;1;320;24;7;1;2;15;4;1;36
16316;34090;9;17;54;1;1;2;1;1;3007;9999;7;1;2;15;4;4;38
16317;34091;9;10;54;1;1;2;1;1;3603;9999;7;1;3;15;6;4;31
16318;34092;9;13;54;1;1;2;1;1;3014;9999;6;1;2;15;4;1;9
16319;34093;9;14;54;1;1;2;1;1;1;384;7;1;3;15;7;4;3
16320;34095;9;11;54;1;1;2;1;1;1;9999;7;1;2;15;4;1;9
16321;34096;9;22;54;1;1;1;1;1;3005;9999;7;1;3;15;8;4;32
16322;34097;9;15;54;1;1;2;1;1;3014;9999;6;1;2;15;4;1;21
16323;34098;9;13;54;1;1;2;1;1;1;401;7;1;3;15;8;1;42
16324;34100;9;12;54;1;1;2;1;1;3607;9999;7;1;8;18;1;16;9
16325;34101;9;13;54;1;1;2;1;1;3011;37;7;1;3;15;7;4;9
16326;34103;9;14;10;1;1;2;1;1;1;425;7;2;8;18;7;11;21
16327;34104;9;21;54;1;1;1;1;1;3602;9999;5;1;3;15;8;4;48
16328;34105;9;23;54;1;1;1;1;1;3305;23;6;1;8;9;1;1;21
16329;34106;9;2;51;1;1;1;1;1;322;26;8;1;8;13;9;11;9
16330;34107;9;15;6;1;1;2;1;1;322;28;8;1;7;15;8;4;9
16331;34108;9;17;6;1;1;2;1;1;3331;23;7;1;8;18;9;10;9
16332;34109;9;22;6;1;1;1;1;1;1;329;7;1;3;15;3;4;9
16333;34110;9;8;6;1;1;2;1;1;1;312;7;1;3;15;3;7;36
16334;34111;9;23;6;1;1;1;1;1;1;312;7;1;8;14;7;16;9
16335;34112;9;18;6;1;1;2;1;1;3317;9999;5;1;3;15;8;4;33
16336;34113;9;16;6;1;1;2;1;1;3312;9;5;1;2;15;4;1;9
16337;34115;9;0;6;1;1;1;1;1;305;24;7;1;8;14;1;1;38
16338;34116;9;19;6;1;1;1;1;1;3307;12;6;1;8;13;1;11;36
16339;34117;9;22;6;1;1;1;1;1;3319;1;5;1;8;13;1;11;9
16340;34118;9;20;6;1;1;1;1;1;3330;8;6;1;3;15;8;1;38
16341;34119;9;13;6;1;1;2;1;1;3305;8;6;1;3;15;8;7;3
16342;34120;9;19;54;1;1;1;1;1;3610;9999;7;1;7;15;8;4;9
16343;34121;9;19;54;1;1;1;1;1;318;60;7;1;8;13;9;10;9
16344;34122;9;10;54;1;1;2;1;1;3610;9999;7;1;8;13;9;11;21
16345;34123;9;4;54;1;1;1;1;1;318;46;8;1;7;15;8;4;9
16346;34124;9;14;54;1;1;2;1;1;318;47;8;1;8;13;9;10;21
16347;34125;9;22;54;1;1;1;1;1;318;55;8;1;2;15;4;1;21
16348;34126;9;18;54;1;1;2;1;1;3007;9999;7;1;7;15;8;4;9
16349;34127;9;11;54;1;1;2;1;1;3601;15;7;1;3;15;8;13;38
16350;34128;9;8;28;2;1;2;1;1;3626;9999;6;1;7;15;8;2;9
16351;34129;9;12;28;1;1;2;1;1;11;82;8;1;1;15;1;2;21
16352;34131;9;18;28;1;1;2;1;1;11;96;8;1;3;15;7;1;36
16353;34132;9;22;6;1;1;1;1;1;305;25;6;1;7;14;1;16;9
16354;34133;9;18;6;1;1;2;1;1;305;28;6;1;7;15;3;4;42
16355;34134;9;7;6;1;1;2;1;1;305;11;7;2;7;13;9;11;9
16356;34135;9;8;6;1;1;2;1;1;305;68;7;1;8;13;1;11;9
16357;34136;9;22;54;1;1;1;1;1;3305;24;6;1;2;15;4;1;3
16358;34137;9;15;54;1;1;2;1;1;3305;24;6;1;3;15;8;4;9
16359;34138;9;10;54;1;1;2;1;1;3338;9999;5;1;8;14;1;16;48
16361;34140;9;15;28;1;1;2;1;1;308;27;7;1;7;15;8;2;33
16362;34141;9;10;28;1;1;2;1;1;308;27;7;1;7;15;8;9;9
16363;34142;9;9;28;1;1;2;1;1;803;92;8;2;8;13;1;5;32
16364;34143;9;5;28;1;1;1;1;1;803;58;8;2;7;15;4;1;9
16365;34144;9;23;28;1;1;1;1;1;803;45;8;2;8;13;1;5;21
16366;34146;9;2;28;1;1;1;1;1;11;64;8;1;8;13;9;11;38
16367;34147;9;14;28;1;1;2;1;1;305;95;7;1;7;15;8;2;9
16368;34148;9;4;6;1;1;1;1;1;322;46;8;1;8;18;7;11;21
16369;34149;9;21;54;1;1;1;1;1;3627;9999;8;1;7;15;4;1;3
16371;34154;9;20;54;1;1;1;1;1;3601;16;8;1;8;13;9;10;9
16372;34156;9;21;54;1;1;1;1;1;3005;9999;7;1;2;15;4;1;9
16373;34159;9;14;54;1;1;2;1;1;3011;9999;7;1;2;15;7;1;33
16374;34160;9;21;54;1;1;1;1;1;3011;9999;7;1;8;14;1;16;9
16375;34162;9;21;54;1;1;1;1;1;3007;9999;7;1;2;15;4;1;9
16376;34164;9;14;54;1;1;2;1;1;1;400;7;1;3;15;8;1;21
16377;34168;9;19;54;1;1;1;1;1;9999;9999;7;1;8;13;9;10;9
16378;34169;9;22;54;1;1;1;1;1;3625;9999;7;1;1;15;1;4;21
16379;34170;9;4;54;1;1;1;1;1;3602;9999;7;1;1;15;8;4;9
16380;34176;9;7;54;1;1;2;1;1;3602;9999;7;1;7;15;8;4;9
16381;34177;9;13;54;1;1;2;1;1;3625;9999;7;1;8;14;8;16;31
16382;34181;9;18;54;1;1;2;1;1;3625;9999;7;1;7;15;7;16;71
16383;34187;9;17;54;1;1;2;1;1;3625;9999;7;1;8;14;8;16;9
16384;34188;9;3;54;1;1;1;1;1;801;108;8;1;2;15;6;1;32
16385;34189;9;6;54;1;1;2;1;1;801;114;8;1;8;12;7;11;21
16386;34190;9;15;10;1;1;2;1;1;801;122;8;1;8;13;7;5;9
16387;34191;9;23;72;1;1;1;1;1;9;33;7;1;2;15;1;1;409
16388;34192;9;7;72;1;1;2;1;1;9;33;7;1;2;15;4;1;9
16389;34193;9;21;72;1;1;1;1;1;9;32;7;1;2;15;4;1;9
16390;34194;9;13;54;1;1;2;1;1;9;41;7;1;2;15;1;1;9
16391;34195;9;16;72;1;1;2;1;1;9;36;7;1;8;11;8;10;9
16392;34196;9;5;54;1;1;1;1;1;9;41;7;1;2;15;1;1;42
16393;34197;9;0;54;1;1;1;1;1;9;43;7;1;8;14;1;16;9
16394;34198;9;15;54;1;1;2;1;1;9;41;7;1;2;15;6;1;9
16395;34199;9;15;72;1;1;2;1;1;9;35;7;1;8;14;1;16;9
16396;34200;9;23;72;1;1;1;1;1;9;35;7;1;2;15;4;1;9
16397;34201;9;19;72;1;1;1;1;1;9;35;7;1;8;14;1;16;9
16398;34202;9;10;72;1;1;2;1;1;9;35;7;1;2;15;6;1;9
16399;34203;9;18;72;1;1;2;1;1;9;36;7;1;3;15;1;4;31
16400;34204;9;15;72;1;1;2;1;1;9;32;7;1;2;15;4;1;32
16401;34205;9;15;54;1;1;2;1;1;803;28;8;1;8;13;9;5;46
16402;34206;9;16;54;1;1;2;1;1;803;21;8;1;3;15;7;1;32
16403;34207;9;15;54;1;1;2;1;1;804;5;8;1;8;13;8;10;341
16404;34208;9;17;54;1;1;2;1;1;3625;9999;8;1;8;13;9;11;31
16406;34211;9;19;54;1;1;1;1;1;11;34;8;1;8;13;7;8;9
16407;34212;9;17;54;1;1;2;1;1;11;38;8;1;3;15;3;16;9
16408;34213;9;18;54;1;1;2;1;1;3602;16;6;1;7;15;6;1;32
16409;34215;9;19;28;1;1;1;1;1;308;71;7;1;2;15;4;1;9
16410;34216;9;9;28;1;1;2;1;1;205;39;6;1;8;14;7;11;9
16411;34217;9;7;28;1;1;2;1;1;3224;9999;6;1;8;13;9;10;9
16412;34218;9;11;28;1;1;2;1;1;308;45;7;1;3;15;8;8;9
16414;34220;9;1;54;1;1;1;1;1;320;34;14;2;2;15;6;1;9
16415;34221;9;22;54;1;1;1;1;1;3607;1;7;1;2;15;4;1;82
16416;34222;9;11;54;1;1;2;1;1;320;28;14;2;3;15;7;6;21
16417;34223;9;9;54;1;1;2;1;1;320;28;14;2;2;15;4;1;3
16418;34224;9;21;54;1;1;1;1;1;320;27;14;2;8;13;9;11;21
16419;34226;9;19;54;1;1;1;1;1;320;30;14;2;1;15;4;1;430
16420;34227;9;21;54;1;1;1;1;1;320;27;14;2;2;15;4;1;9
16421;34228;9;21;54;1;1;1;1;1;3607;9999;7;1;3;15;7;6;21
16422;34230;9;9;6;1;1;2;1;1;801;47;11;1;2;15;4;2;9
16423;34231;9;17;6;1;1;2;1;1;801;30;6;1;2;15;1;1;9
16424;34233;9;15;28;1;1;2;1;1;316;133;7;1;7;15;8;2;21
16425;34234;9;18;28;1;1;2;1;1;316;119;7;1;7;15;8;2;21
16426;34235;9;11;28;1;1;2;1;1;316;9999;7;1;8;14;1;16;21
16427;34236;9;12;28;1;1;2;1;1;316;140;7;1;2;15;8;14;5
16428;34237;9;21;28;2;1;1;1;1;3503;9999;6;1;7;14;1;16;48
16429;34238;9;21;28;1;1;1;1;1;3610;9999;6;1;8;14;1;16;9
16430;34240;9;14;28;1;1;2;1;1;308;11;7;1;3;15;5;1;21
16431;34241;9;19;28;2;1;1;1;1;3619;9999;6;1;8;14;1;16;38
16432;34242;9;8;28;1;1;2;1;1;308;7;7;1;2;15;4;1;9
16433;34243;9;15;28;1;1;2;1;1;9;101;8;1;3;15;5;1;21
16434;34244;9;20;28;1;1;1;1;1;316;85;7;1;2;15;4;1;3
16435;34246;9;20;28;1;1;1;1;1;9;105;8;1;8;14;1;16;9
16436;34247;9;15;28;1;1;2;1;1;9;105;8;1;2;15;4;1;9
16437;34248;9;5;17;1;1;1;1;1;4538;16;4;1;3;15;8;6;55
16438;34249;9;14;61;2;1;2;1;1;4238;9999;6;1;3;15;7;4;9
16439;34250;9;6;61;1;1;2;1;1;4;29;7;1;2;15;4;1;9
16440;34251;9;6;61;1;1;2;1;1;4;29;7;1;2;15;4;1;82
16441;34252;9;19;61;2;1;1;1;1;4323;9999;6;1;7;14;7;16;71
16442;34253;9;16;61;1;1;2;1;1;409;27;6;1;2;15;4;1;3
16443;34254;9;18;17;1;1;2;1;1;4234;30;4;1;7;14;1;16;32
16444;34256;9;12;17;1;2;2;4;1;4240;38;4;1;8;13;9;12;21
16445;34258;9;21;17;2;1;1;1;1;4232;27;5;1;8;13;9;18;3
16446;34259;9;16;17;1;1;2;1;1;413;72;5;1;8;18;9;1;9
16447;34260;9;18;61;1;1;2;1;1;4;37;7;1;8;13;9;11;9
16448;34261;9;9;61;1;1;2;1;1;411;33;6;1;7;16;8;16;9
16449;34262;9;16;17;1;1;2;1;1;411;11;6;1;2;15;4;1;9
16450;34263;9;21;17;1;1;1;1;1;4510;9999;4;1;8;18;7;1;9
16451;34264;9;18;17;1;1;2;1;1;4561;9999;4;1;7;14;1;1;9
16452;34265;9;19;17;1;1;1;1;1;4240;19;4;1;2;15;4;1;3
16453;34268;9;16;17;1;1;2;1;1;4519;2;6;1;2;15;1;1;3
16454;34269;9;14;17;1;1;2;1;1;4516;4;6;1;8;14;1;16;21
16455;34270;9;16;17;1;1;2;1;1;4232;17;6;1;8;13;9;11;21
16456;34271;9;16;17;1;1;2;1;1;4549;9999;4;1;8;18;9;1;5
16457;34272;9;13;17;2;1;2;1;1;4232;9999;4;1;8;14;1;16;48
16458;34273;9;18;17;1;1;2;1;1;4232;79;4;1;8;14;1;16;9
16459;34274;9;9;17;1;1;2;1;1;413;26;5;1;2;15;1;1;9
