;NUM_ACC;MOIS_ACC;HEU_ACC;COD_PRV;COD_ETA_CHA;COD_ETA_SUR;COD_LUM;COD_INT;TYP_LIE_ACC;NUM_ROU;PKM;LAR_CHA;COD_TYP_CHA;COD_TYP_COL;COD_OBS_HRT;COD_POI_CHO;COD_MAN;CIR_ACC
13621;29671;8;5;49;1;1;1;1;1;607;62;6;1;8;13;8;11;9
13622;29672;8;23;49;1;1;1;1;1;607;62;6;1;8;13;7;11;9
13623;29673;8;4;49;1;1;1;1;1;6003;24;4;1;1;15;1;4;9
13624;29674;8;19;49;1;1;1;1;1;19;185;6;1;8;13;9;11;9
13625;29675;8;18;49;1;1;2;1;1;19;142;6;1;8;13;9;11;9
13626;29676;8;21;49;1;1;1;1;1;19;186;6;1;8;14;1;16;9
13628;29678;8;14;32;1;1;2;1;1;1;1134;6;1;8;18;9;18;33
13629;29679;8;16;32;1;1;2;1;1;1;1024;6;1;7;14;3;16;31
13630;29680;8;16;59;1;1;2;1;1;104;20;6;1;7;14;2;16;9
13631;29681;8;11;59;1;1;2;1;1;9999;9999;7;1;8;13;9;12;21
13633;29686;8;21;59;1;1;1;1;1;104;31;6;1;3;15;9;13;9
13634;29687;8;7;59;1;1;2;1;1;104;24;6;1;3;15;9;13;9
13635;29688;8;13;59;1;1;2;1;1;1916;9999;5;1;7;14;1;16;40
13636;29689;8;22;59;1;1;1;1;1;1;1007;6;1;8;13;9;12;9
13637;29690;8;22;59;1;1;1;1;1;104;30;6;1;3;15;7;1;9
13638;29691;8;0;59;1;1;1;1;1;104;30;62;1;3;15;2;6;9
13639;29694;8;10;59;1;1;2;1;1;1903;9999;5;1;8;13;9;13;32
13640;29695;8;12;59;1;1;2;1;1;104;15;6;1;8;13;9;12;31
13641;29696;8;1;59;1;1;1;1;1;104;19;6;1;8;13;9;1;31
13642;29697;8;16;59;1;1;2;1;1;104;29;6;1;3;15;8;1;21
13643;29698;8;15;59;1;1;2;1;1;104;29;6;1;7;14;2;16;9
13644;29699;8;9;59;1;1;2;1;1;1;1012;6;1;7;14;2;16;71
13645;29700;8;15;59;1;1;2;1;1;104;14;6;1;5;15;9;15;31
13646;29701;8;14;59;1;1;2;1;1;1916;4;5;1;8;13;9;13;38
13647;29702;8;18;59;1;1;2;1;1;9999;9999;5;1;2;15;9;21;71
13648;29703;8;22;59;1;1;1;1;1;1919;28;5;1;3;15;9;4;9
13649;29704;8;12;59;1;1;2;1;1;9999;9999;7;1;8;10;9;1;21
13650;29705;8;18;32;1;1;2;1;1;1302;43;6;1;8;18;9;18;36
13652;29707;8;11;32;1;1;2;1;1;1;1032;7;1;8;18;7;12;36
13655;29710;8;13;31;1;1;2;1;1;9999;9999;7;1;7;15;4;1;9
13656;29711;8;23;31;1;1;1;1;1;1;1229;7;1;8;18;9;1;9
13657;29712;8;22;31;1;1;1;1;1;9999;9999;7;1;8;18;1;1;9
13658;29713;8;8;31;1;1;2;1;1;1;1232;7;1;8;18;9;1;32
13659;29714;8;0;31;1;1;1;1;1;9999;9999;7;1;7;15;1;2;21
13660;29715;8;21;31;1;1;1;1;1;9999;9999;7;1;7;15;1;2;21
13661;29716;8;15;31;1;1;2;1;1;1;1256;7;1;8;18;9;1;32
13662;29717;8;20;31;1;1;1;1;1;1;1211;7;1;2;15;4;1;406
13664;29720;8;10;32;1;1;2;1;1;1;1047;7;1;8;14;3;18;9
13665;29721;8;9;32;1;1;2;1;1;1;1119;7;1;3;15;3;18;9
13667;29723;8;13;31;1;1;2;1;1;9999;9999;7;1;8;18;9;1;3
13668;29724;8;21;72;1;1;1;1;1;9999;9999;5;2;3;15;3;9;9
13669;29725;8;19;72;1;1;1;1;1;9999;9999;5;2;7;15;2;12;3
13670;29726;8;10;72;1;1;2;1;1;9999;9999;6;2;8;14;2;16;9
13671;29727;8;19;72;1;1;1;1;1;9999;9999;5;1;3;15;2;8;82
13672;29728;8;19;72;1;1;1;1;1;9999;9999;6;2;3;15;2;12;31
13673;29729;8;23;72;1;1;1;1;1;3014;7;7;1;7;15;3;14;82
13674;29730;8;17;50;1;1;2;1;1;3014;2;8;1;7;15;8;18;9
13675;29731;8;13;72;1;1;2;1;1;9999;9999;12;1;3;15;1;2;31
13676;29732;8;14;72;1;1;2;1;1;1;381;8;1;7;14;1;1;341
13677;29733;8;0;72;1;1;1;1;1;3014;8;7;1;7;15;8;18;3
13678;29734;8;10;72;1;1;2;1;1;9999;9999;9;2;3;15;7;6;9
13679;29735;8;18;72;1;1;2;1;1;9999;9999;7;2;2;1;6;21;439
13680;29736;8;17;72;1;1;2;1;1;3014;12;8;1;3;15;3;1;9
13681;29737;8;13;72;1;1;2;1;1;3014;8;7;1;3;15;8;9;3
13682;29738;8;9;72;1;1;2;1;1;9999;9999;10;1;7;4;9;1;9
13683;29739;8;17;50;1;1;2;1;1;3014;9999;10;1;7;15;8;18;31
13684;29740;8;12;72;1;1;2;1;1;3001;5;7;1;7;15;8;12;59
13685;29741;8;9;72;1;1;2;1;1;3001;9999;7;1;2;15;4;1;439
13686;29742;8;20;72;1;1;1;1;1;3032;2;8;1;7;15;1;1;21
13687;29743;8;23;72;1;1;1;1;1;1;378;9;1;1;15;1;4;21
13688;29744;8;21;72;1;1;1;1;1;1;9999;8;1;7;15;8;1;21
13689;29745;8;21;72;1;1;1;1;1;1;383;50;1;2;15;5;1;9
13690;29746;8;20;50;1;1;1;1;1;320;9999;8;1;3;15;7;6;33
13691;29747;8;20;72;1;1;1;1;1;1;379;8;1;8;15;7;14;31
13692;29748;8;20;50;1;1;1;1;1;1;9999;8;1;7;15;4;17;400
13693;29749;8;19;72;1;1;1;1;1;3014;6;7;1;2;15;4;1;31
13694;29750;8;19;72;1;1;1;1;1;1;9999;10;1;7;15;8;18;9
13696;29752;8;22;72;1;1;1;1;1;320;19;7;1;8;15;1;1;21
13697;29753;8;21;72;1;1;1;1;1;320;22;7;1;8;14;7;16;31
13698;29754;8;20;72;1;1;1;1;1;320;12;7;1;2;15;5;1;33
13699;29755;8;23;72;1;1;1;1;1;320;15;7;1;8;18;7;16;9
13700;29756;8;11;72;1;1;2;1;1;320;18;8;1;8;13;1;12;9
13701;29757;8;22;50;1;1;1;1;1;320;3;7;1;2;15;4;1;3
13702;29758;8;10;72;1;1;2;1;1;9999;9999;9;1;3;15;3;4;9
13703;29759;8;0;72;1;1;1;1;1;320;21;7;1;8;13;7;9;400
13705;29761;8;8;72;1;1;2;1;1;320;11;7;1;2;18;4;1;3
13706;29762;8;19;72;1;1;1;1;1;320;12;7;1;8;15;1;1;31
13707;29763;8;14;72;1;1;2;1;1;9999;9999;9;1;3;15;8;12;9
13708;29764;8;19;50;1;1;1;1;1;9999;2;7;1;3;15;1;5;341
13709;29765;8;21;72;1;1;1;1;1;9999;9999;8;1;8;14;1;5;46
13711;29767;8;21;72;1;1;1;1;1;320;14;7;1;2;15;5;1;32
13712;29768;8;2;72;1;1;1;1;1;320;13;7;1;8;13;7;9;9
13713;29769;8;23;72;1;1;1;1;1;9999;9999;8;1;2;15;4;1;32
13714;29770;8;20;72;1;1;1;1;1;320;11;7;1;7;15;7;9;46
13715;29771;8;18;72;1;1;2;1;1;320;13;7;1;4;15;8;1;9
13716;29772;8;18;72;1;1;2;1;1;9999;9999;9;1;8;18;8;1;341
13717;29773;8;17;72;1;1;2;1;1;320;21;7;1;3;15;1;8;31
13718;29774;8;15;72;1;1;2;1;1;320;20;7;1;7;15;2;1;9
13719;29775;8;22;72;1;1;1;1;1;320;16;7;1;7;15;3;8;31
13720;29776;8;18;72;1;1;2;1;1;320;16;7;1;7;15;3;1;46
13721;29777;8;12;72;1;1;2;1;1;320;14;7;1;8;18;1;1;31
13722;29778;8;16;72;1;1;2;1;1;320;13;7;1;2;15;4;1;88
13723;29779;8;8;50;1;1;2;1;1;801;86;7;2;8;18;8;13;9
13724;29780;8;1;50;1;1;1;1;1;801;89;7;2;8;16;1;18;9
13725;29781;8;8;50;1;1;2;1;1;3015;9999;5;1;8;18;1;18;31
13726;29782;8;21;50;1;1;1;1;1;3015;9999;5;1;1;15;1;2;21
13727;29783;8;20;71;1;1;1;1;1;9999;9999;7;1;7;15;7;9;9
13728;29784;8;23;71;1;1;1;1;1;9;17;7;2;8;18;1;18;9
13729;29785;8;16;71;1;1;2;1;1;9999;9999;5;1;3;15;8;8;9
13730;29786;8;20;71;1;1;1;1;1;9999;9999;5;1;7;15;6;8;9
13731;29787;8;7;71;1;1;2;1;1;9999;9999;7;1;7;15;8;14;9
13732;29788;8;3;71;1;1;1;1;1;9;17;8;2;8;18;1;18;9
13733;29789;8;1;71;1;1;1;1;1;9;17;8;2;8;18;1;18;9
13734;29790;8;0;71;1;1;1;1;1;9;17;8;2;3;15;8;10;71
13735;29791;8;20;71;1;1;1;1;1;9999;9999;5;1;7;15;8;18;21
13741;29797;8;15;72;1;1;2;1;1;3012;8;14;1;3;15;3;1;36
13742;29798;8;15;72;1;1;2;1;1;3012;0;14;1;4;1;3;1;31
13743;29799;8;15;72;1;1;2;1;1;3012;9;14;1;2;15;4;1;400
13744;29800;8;4;72;1;1;1;2;1;3012;11;14;1;8;18;3;1;9
13745;29801;8;11;72;1;1;2;1;1;3012;10;14;1;8;1;8;19;9
13747;29803;8;18;50;1;1;2;1;1;9999;9999;4;1;1;15;3;4;9
13748;29804;8;21;71;1;1;1;1;1;9999;9999;4;1;1;15;1;4;9
13749;29805;8;22;51;1;1;1;1;1;1;341;18;2;8;13;1;11;21
13750;29806;8;20;51;1;1;1;1;1;322;10;6;1;8;9;1;10;82
13751;29807;8;22;51;1;1;1;1;1;801;58;11;2;7;14;1;16;9
13752;29808;8;14;72;1;1;2;1;1;9999;9999;27;1;3;15;2;16;9
13754;29810;8;19;51;1;1;1;1;1;3006;6;6;1;8;13;7;9;430
13755;29811;8;5;50;1;1;1;1;1;803;4;8;2;8;14;1;16;33
13756;29812;8;16;50;1;1;2;1;1;801;85;7;2;3;15;3;13;3
13757;29813;8;23;72;1;1;1;1;1;3011;4;7;1;1;15;1;2;31
13758;29814;8;15;72;1;1;2;1;1;3012;0;14;1;2;15;5;1;9
13759;29815;8;18;72;1;1;2;1;1;3012;0;14;1;1;15;3;8;31
13760;29816;8;21;72;1;1;1;1;1;3012;11;14;1;2;15;4;1;31
13761;29817;8;16;72;1;1;2;1;1;3012;7;14;1;3;15;3;1;9
13762;29818;8;1;72;1;1;1;1;1;3012;11;14;1;2;15;6;1;9
13763;29819;8;20;72;1;1;1;1;1;3012;0;14;1;3;15;3;1;9
13764;29820;8;22;72;1;1;1;1;1;3012;9;14;1;2;15;5;1;9
13765;29821;8;20;72;1;1;1;1;1;3012;7;14;1;4;15;4;1;9
13766;29822;8;19;72;1;1;1;1;1;3012;10;14;1;1;15;3;4;33
13767;29823;8;20;72;1;1;1;1;1;3012;11;14;1;4;15;1;4;9
13768;29824;8;6;54;1;1;2;1;1;803;15;8;2;2;15;4;1;31
13769;29825;8;11;50;1;1;2;1;1;803;5;8;2;7;15;4;1;21
13770;29826;8;9;54;1;1;2;1;1;803;15;8;2;8;15;9;18;21
13771;29827;8;18;51;1;1;2;1;1;3301;9999;6;1;8;13;7;18;21
13773;29829;8;7;71;1;1;2;1;1;9999;9999;8;2;3;15;1;1;31
13774;29830;8;22;54;1;1;1;1;1;3330;9999;6;1;1;15;2;4;32
13775;29831;8;18;71;1;1;2;1;1;3028;9999;6;1;1;15;1;2;5
13776;29832;8;22;71;1;1;1;1;1;315;12;8;2;2;15;4;1;31
13777;29833;8;10;71;1;1;2;1;1;315;8;8;2;3;15;2;1;5
13779;29835;8;18;71;1;1;2;1;1;315;9;9;2;8;18;7;15;31
13780;29836;8;20;71;1;1;1;1;1;9999;9999;4;1;3;18;4;12;31
13781;29837;8;23;71;1;1;1;1;1;315;10;6;1;3;15;2;1;31
13782;29838;8;16;71;1;1;2;1;1;9999;9999;4;1;3;15;5;1;341
13783;29839;8;16;71;4;4;2;1;1;9999;9999;3;1;8;14;1;16;5
13784;29840;8;18;71;1;1;2;1;1;3330;9999;4;1;1;15;1;4;31
13786;29842;8;16;71;1;1;2;1;1;315;8;7;2;8;14;7;1;21
13787;29843;8;19;71;1;1;1;1;1;9999;9999;4;1;3;15;8;1;9
13788;29844;8;21;71;1;1;1;1;1;3034;9999;6;1;2;15;4;1;21
13789;29845;8;7;71;1;1;2;1;1;315;10;8;2;2;15;4;1;9
13790;29846;8;14;71;1;1;2;1;1;315;11;8;2;1;15;1;8;21
13791;29847;8;8;71;1;1;2;1;1;9;27;8;2;7;14;1;1;9
13792;29848;8;7;71;1;1;2;1;1;3028;9999;8;1;8;13;9;1;9
13793;29849;8;23;71;1;1;1;1;1;3028;9999;6;1;2;15;4;3;32
13794;29850;8;20;50;1;1;1;1;1;801;74;8;2;8;14;1;16;71
13795;29851;8;23;50;1;1;1;1;1;801;61;8;2;2;15;4;1;439
13796;29852;8;23;50;1;1;1;1;1;801;78;8;2;2;15;4;1;46
13797;29853;8;7;50;1;1;2;1;1;801;69;8;2;2;15;4;1;9
13798;29854;8;9;71;1;1;2;1;1;3010;8;6;1;3;15;7;12;9
13799;29855;8;18;71;1;1;2;1;1;9999;9999;5;1;2;15;4;1;3
13800;29856;8;11;71;1;1;2;1;1;9999;9999;5;1;8;18;1;18;409
13801;29857;8;13;71;1;1;2;1;1;9999;9999;6;1;1;15;1;2;9
13802;29858;8;23;71;1;1;1;1;1;3024;9999;5;1;2;15;1;1;21
13803;29859;8;15;71;1;1;2;1;1;3024;9999;5;1;7;15;7;18;31
13804;29862;8;8;51;1;1;2;1;1;3019;1;6;1;8;18;7;18;21
13805;29863;8;20;71;1;1;1;1;1;9999;9999;5;1;8;15;1;16;38
13806;29864;8;13;71;1;1;2;1;1;9999;9999;7;1;2;15;1;2;36
13807;29865;8;19;71;1;1;1;1;1;9999;9999;6;1;7;15;4;1;38
13808;29866;8;23;72;1;1;1;1;1;9999;9999;7;1;7;15;2;2;9
13809;29867;8;22;50;1;1;1;1;1;3011;9999;7;1;3;14;1;1;9
13810;29868;8;21;50;1;1;1;1;1;3011;9999;15;2;1;15;1;4;3
13811;29869;8;18;72;1;1;2;1;1;3007;3;7;1;3;15;5;1;409
13812;29870;8;20;50;1;1;1;1;1;3011;9999;9;2;3;15;1;12;21
13813;29871;8;15;50;1;1;2;1;1;3011;9999;5;1;3;15;3;1;88
13814;29872;8;12;72;1;1;2;1;1;3009;7;7;1;2;1;6;2;9
13815;29873;8;18;72;1;1;2;1;1;3011;7;7;1;2;15;5;1;3
13816;29874;8;23;72;1;1;1;1;1;9999;9999;8;1;1;15;1;2;436
13817;29875;8;11;50;1;1;2;1;1;3011;9999;8;1;3;15;6;1;9
13818;29876;8;23;72;1;1;1;1;1;3009;1;7;1;3;15;7;9;46
13819;29877;8;18;50;1;1;2;1;1;3011;9999;8;1;3;15;5;1;21
13820;29878;8;20;72;1;1;1;2;1;3011;5;7;2;8;18;9;16;9
13821;29879;8;21;72;1;1;1;1;1;9999;9999;7;1;7;14;1;16;3
13822;29880;8;18;72;3;1;2;1;1;3011;15;1;1;3;15;5;1;9
13823;29881;8;9;72;1;1;2;1;1;3011;11;1;2;8;14;1;1;21
13824;29882;8;18;72;1;1;2;1;1;3011;16;6;1;7;14;1;16;40
13825;29883;8;14;72;1;1;2;1;1;3011;5;6;1;3;15;9;1;9
13826;29884;8;15;72;1;1;2;1;1;3009;3;5;1;8;14;9;16;3
13827;29885;8;2;72;1;1;1;1;1;3009;9999;1;1;8;4;9;1;3
13828;29886;8;19;72;1;1;1;1;1;3011;3;1;2;2;15;4;1;9
13829;29887;8;16;50;1;1;2;1;1;3011;9999;9;1;3;15;8;8;9
13830;29888;8;17;72;1;1;2;1;1;3013;9999;7;2;1;15;1;5;9
13831;29891;8;18;72;1;1;2;1;1;3013;9999;7;1;3;15;5;1;9
13832;29892;8;1;50;1;1;1;1;1;3011;9999;6;1;1;15;1;4;9
13833;29893;8;19;72;1;1;1;1;1;3009;9999;6;1;3;15;2;1;21
13834;29895;8;15;72;1;1;2;1;1;9999;9999;14;1;3;15;5;1;21
13836;29897;8;0;72;1;1;1;1;1;9999;9999;9;1;1;15;2;4;9
13837;29898;8;4;72;1;1;1;1;1;9999;9999;4;1;8;18;3;1;9
13838;29899;8;5;72;1;1;1;1;1;9999;9999;5;1;1;15;1;2;9
13839;29900;8;9;72;1;1;2;1;1;9999;9999;9;1;8;18;2;1;9
13840;29916;8;21;72;1;1;1;1;1;315;4;8;1;3;15;3;1;341
13841;29917;8;23;72;1;1;1;1;1;315;5;9;2;2;18;4;1;21
13842;29922;8;12;72;1;1;2;1;1;315;5;9;2;7;14;5;3;3
13843;29925;8;14;72;1;1;2;1;1;315;4;8;1;1;14;1;16;3
13844;29940;8;22;50;1;1;1;1;1;3015;9999;8;2;3;15;2;6;9
13845;29942;8;18;71;1;1;2;1;1;3016;9999;7;1;3;18;2;1;40
13846;29943;8;9;71;1;1;2;1;1;3016;9999;7;1;8;7;1;11;99
13847;29944;8;22;50;1;1;1;1;1;3015;9999;7;1;8;7;1;5;430
13848;29945;8;21;50;1;1;1;1;1;3015;9999;7;1;3;15;2;6;3
13849;29946;8;19;71;1;1;1;1;1;3016;9999;6;1;2;15;4;1;9
13852;29949;8;16;71;1;1;2;1;1;3016;9999;5;2;2;15;4;1;21
13853;29950;8;18;71;1;1;2;1;1;3016;9999;7;1;1;15;1;4;21
13854;29952;8;18;71;1;1;2;1;1;3016;9999;6;1;2;14;4;1;82
13855;29953;8;13;51;1;1;2;1;1;9;5;8;1;3;15;3;14;71
13856;29954;8;19;51;1;1;1;1;1;3006;9999;6;1;8;14;1;16;31
13857;29958;8;20;51;1;1;1;1;1;3006;9999;6;1;7;15;6;1;9
13858;29960;8;22;51;1;1;1;1;1;1;344;12;2;8;5;1;10;9
13859;29962;8;18;51;1;1;2;1;1;3019;9999;6;1;2;1;4;11;33
13860;29963;8;20;51;1;1;1;1;1;3002;9999;8;1;3;15;1;6;9
13861;29964;8;15;51;1;1;2;1;1;3006;9999;6;1;3;15;4;6;21
13862;29966;8;13;51;1;1;2;1;1;3006;9999;6;1;8;13;1;10;9
13863;29968;8;9;51;1;1;2;1;1;3002;9999;6;1;8;13;1;10;32
13864;29969;8;17;51;1;1;2;1;1;3019;9999;8;1;3;15;7;6;38
13865;29970;8;19;51;1;1;1;1;1;3301;9999;6;1;2;15;4;1;32
13866;29971;8;22;51;1;1;1;1;1;3006;9999;8;1;2;15;4;1;33
13867;29973;8;14;51;1;1;2;1;1;1;345;6;1;1;15;1;14;9
13868;29976;8;11;51;1;1;2;1;1;1;338;8;2;3;15;8;1;9
13869;29977;8;18;51;1;1;2;1;1;1;336;8;2;1;15;2;4;9
13871;29982;8;21;51;1;1;1;1;1;1;339;8;2;2;15;4;1;9
13872;29985;8;14;51;1;1;2;1;1;1;337;8;2;3;15;7;4;21
13873;29986;8;15;51;1;1;2;1;1;3313;9999;8;1;8;15;1;3;82
13874;29987;8;20;51;1;1;1;1;1;3313;9999;6;1;2;15;4;1;21
13875;29989;8;17;51;1;1;2;1;1;1;335;8;2;3;15;2;8;9
13876;29991;8;18;51;1;1;2;1;1;3313;9999;8;1;3;15;2;12;33
13877;29992;8;18;51;1;1;2;1;1;3307;9999;7;1;7;15;9;1;82
13878;29993;8;1;51;1;1;1;1;1;3307;9999;6;1;1;15;2;4;21
13879;29996;8;13;51;1;1;2;1;1;1;333;8;2;1;14;1;16;9
13880;29998;8;20;51;1;1;1;1;1;1;334;8;2;3;15;8;12;82
13882;30001;8;14;51;1;1;2;1;1;313;9999;8;1;7;15;9;1;42
13883;30002;8;18;51;1;1;2;1;1;3000;9999;7;1;3;15;1;6;5
13884;30003;8;8;51;1;1;2;1;1;3000;9999;7;1;3;15;2;2;36
13885;30008;8;19;51;1;1;1;1;1;3000;9999;6;1;3;15;8;1;38
13886;30011;8;21;51;1;1;1;1;1;9;4;6;2;3;15;1;8;3
13887;30012;8;1;51;1;1;1;1;1;1;337;7;2;7;9;1;10;9
13888;30013;8;9;51;1;1;2;1;1;9;3;7;2;3;15;2;1;9
13889;30015;8;23;51;1;1;1;1;1;3004;9999;7;2;2;1;4;21;9
13890;30016;8;17;51;1;1;2;1;1;9999;9999;6;1;3;15;3;4;9
13891;30017;8;16;51;1;1;2;1;1;3000;9999;6;1;7;14;1;16;9
13892;30019;8;9;51;1;1;2;1;1;9;4;7;2;3;15;1;6;5
13893;30020;8;6;51;1;1;2;1;1;9;5;7;1;8;13;9;11;21
13894;30021;8;16;51;1;1;2;1;1;9;2;7;2;2;15;5;2;21
13895;30022;8;21;51;1;1;1;1;1;3000;9999;6;1;3;15;5;2;9
13896;30023;8;13;51;1;1;2;1;1;9;4;7;2;2;15;4;1;71
13897;30027;8;22;51;1;1;1;1;1;9;4;7;2;2;15;4;1;82
13898;30028;8;20;51;1;1;1;1;1;801;58;11;1;7;2;1;11;32
13899;30029;8;2;51;1;1;1;1;1;8101;1;11;2;7;2;1;10;82
13900;30030;8;21;51;1;1;1;1;1;801;57;11;2;2;15;1;1;21
13902;30032;8;22;51;1;1;1;1;1;801;51;11;2;2;15;1;1;21
13903;30033;8;18;51;1;1;2;1;1;801;57;11;2;4;15;4;1;71
13904;30034;8;10;51;1;1;2;1;1;8101;3;11;2;3;15;2;1;430
13905;30035;8;3;51;1;1;1;1;1;801;50;11;2;8;2;1;11;21
13906;30036;8;12;51;1;1;2;1;1;8101;0;11;2;2;15;4;1;21
13907;30037;8;21;51;1;1;1;1;1;3000;9999;10;1;8;14;1;20;9
13908;30038;8;5;51;1;1;1;1;1;801;54;11;2;7;2;1;11;9
13909;30039;8;23;51;1;1;1;1;1;801;53;11;2;4;15;1;1;82
13910;30040;8;21;51;1;1;1;1;1;801;51;11;2;4;15;1;1;9
13911;30041;8;15;51;1;1;2;1;1;322;14;7;2;8;13;2;9;46
13912;30042;8;13;51;1;1;2;1;1;322;12;7;2;8;9;1;10;38
13914;30044;8;9;16;1;1;2;1;1;1;190;9;1;3;15;8;2;9
13915;30045;8;3;16;1;1;1;1;1;1;178;9;1;7;10;1;1;9
13916;30046;8;14;16;1;1;2;1;1;1;190;9;1;1;15;1;2;9
13917;30047;8;21;16;1;1;1;1;1;805;208;7;1;8;13;7;11;9
13918;30048;8;21;16;1;1;1;1;1;4;14;6;1;2;15;4;1;439
13919;30049;8;22;16;1;1;1;1;1;1;215;7;1;8;14;7;16;9
13920;30050;8;23;16;1;1;1;1;1;805;233;7;1;8;14;7;16;31
13921;30051;8;1;16;1;1;1;1;1;406;34;7;1;2;15;4;1;82
13922;30052;8;2;16;1;1;1;1;1;805;151;7;2;8;14;1;16;82
13923;30053;8;21;16;1;1;1;1;1;411;9999;6;1;1;15;1;4;21
13924;30054;8;22;16;1;1;1;1;1;1;241;10;1;8;14;8;16;31
13925;30055;8;22;16;1;1;1;1;1;4234;9999;5;1;8;14;7;16;82
13926;30056;8;1;16;1;1;1;1;1;1;189;9;1;7;18;8;10;32
13927;30057;8;21;16;1;1;1;1;1;1;196;9;1;7;15;1;1;9
13928;30058;8;19;16;1;1;1;1;1;1;195;9;1;7;15;1;1;3
13929;30059;8;12;16;1;2;2;1;1;1;199;9;1;7;18;8;1;21
13930;30060;8;20;16;1;1;1;1;1;4248;9999;6;1;7;18;1;1;9
13931;30061;8;12;16;1;1;2;1;1;1;200;9;1;7;18;1;1;21
13932;30062;8;19;16;1;1;1;1;1;1;177;9;1;3;15;8;1;9
13933;30063;8;11;16;1;1;2;1;1;1;176;9;1;2;15;6;1;3
13934;30064;8;21;16;1;1;1;1;1;1;187;9;1;7;18;9;1;9
13935;30065;8;20;16;1;1;1;1;1;1;205;9;1;3;15;8;1;9
13937;30068;8;12;16;1;1;2;1;1;4248;9999;6;1;2;15;4;1;9
13938;30070;8;8;16;1;1;2;1;1;4201;9999;6;1;3;15;8;4;82
13939;30072;8;13;16;1;1;2;1;1;4268;9999;6;1;3;15;7;4;21
13940;30073;8;15;16;1;1;2;1;1;4201;7;6;1;8;14;7;16;21
13941;30074;8;20;16;1;1;1;1;1;4201;9999;6;1;8;14;8;16;32
13942;30075;8;11;16;1;1;2;1;1;805;211;7;1;8;13;8;10;9
13943;30076;8;5;16;1;1;1;1;1;805;210;7;1;8;13;7;11;9
13945;30078;8;7;16;1;1;2;1;1;805;217;7;1;8;13;7;11;9
13947;30080;8;13;16;1;1;2;1;1;805;185;7;1;3;15;8;1;9
13949;30082;8;7;16;1;1;2;1;1;805;192;7;1;8;13;8;10;31
13950;30083;8;9;16;1;1;2;1;1;1;222;7;1;2;15;4;1;3
13951;30084;8;19;16;1;1;1;1;1;1;209;7;1;8;13;7;11;9
13952;30085;8;12;16;1;1;2;1;1;4;11;6;1;2;15;4;1;9
13953;30086;8;7;16;1;1;2;1;1;405;12;6;1;8;13;8;10;9
13954;30087;8;19;16;1;1;1;1;1;1;221;7;1;2;18;4;1;21
13955;30088;8;0;16;1;1;1;1;1;1;208;7;1;2;15;4;1;21
13956;30089;8;0;16;1;1;1;1;1;1;218;7;1;2;15;3;7;9
13957;30090;8;16;16;1;1;2;1;1;405;5;6;1;3;15;8;4;32
13958;30091;8;6;16;1;1;2;1;1;405;12;6;1;8;16;7;16;21
13959;30092;8;19;16;1;1;1;1;1;1;216;7;1;3;15;8;4;31
13960;30093;8;13;16;1;1;2;1;1;1;215;7;1;8;13;9;11;21
13961;30094;8;12;16;1;1;2;1;1;805;243;7;2;3;15;7;1;9
13962;30095;8;9;16;1;1;2;1;1;805;244;7;1;8;13;9;10;82
13963;30096;8;12;16;1;1;2;1;1;805;246;7;1;8;13;9;11;9
13964;30097;8;8;16;1;1;2;1;1;805;244;7;1;8;13;9;10;9
13965;30098;8;14;16;1;1;2;1;1;805;232;7;1;2;15;6;1;40
13966;30099;8;1;16;1;1;1;1;1;805;242;7;1;2;15;4;1;9
13967;30100;8;18;16;1;1;2;1;1;805;231;7;1;3;15;3;1;21
13968;30102;8;23;16;1;1;1;1;1;4266;7;6;1;3;15;7;16;21
13969;30103;8;12;16;1;1;2;1;1;1;242;10;1;8;14;7;16;9
13970;30104;8;21;16;1;1;1;1;1;4266;9999;6;1;3;14;7;16;409
13971;30105;8;22;16;1;1;1;1;1;4266;8;6;1;8;14;7;16;9
13972;30107;8;16;16;1;1;2;1;1;1;240;10;1;3;15;8;4;38
13973;30109;8;17;16;1;1;2;1;1;4266;9999;6;1;8;14;7;16;9
13974;30110;8;11;16;2;1;2;1;1;4234;9999;5;1;3;15;8;1;21
13975;30111;8;11;16;1;1;2;1;1;4201;9999;6;1;8;13;8;10;82
13976;30112;8;23;16;1;1;1;1;1;4214;9999;5;1;8;14;7;16;9
13977;30113;8;12;16;1;1;2;1;1;4234;9999;5;1;3;13;7;11;21
13978;30114;8;7;16;1;1;2;1;1;406;33;7;1;3;15;2;4;9
13979;30115;8;19;16;1;1;1;1;1;406;34;7;1;2;15;4;1;21
13980;30117;8;21;16;1;1;1;1;1;406;31;7;1;2;15;4;1;21
13981;30118;8;19;16;1;1;1;1;1;406;41;7;1;8;14;1;16;40
13982;30119;8;10;16;2;1;2;1;1;4206;9999;6;1;8;18;2;11;82
13983;30120;8;16;16;1;1;2;1;1;406;36;7;1;8;18;3;10;9
13984;30122;8;13;16;1;1;2;1;1;4214;9999;7;1;8;14;1;16;9
13985;30123;8;21;16;1;1;1;1;1;406;34;7;1;8;18;2;11;9
13986;30124;8;7;16;1;1;2;1;1;805;145;7;2;2;15;4;1;21
13987;30125;8;11;16;1;1;2;1;1;805;142;7;2;8;18;2;11;9
13988;30126;8;11;16;1;1;2;1;1;805;163;7;2;8;18;3;10;36
13989;30127;8;18;16;1;1;2;1;1;805;165;7;2;8;18;2;11;21
