NUM_ACC,MOIS_ACC,HEU_ACC,COD_PRV,COD_ETA_CHA,COD_ETA_SUR,COD_LUM,COD_INT,TYP_LIE_ACC,NUM_ROU,PKM,LAR_CHA,COD_TYP_CHA,COD_TYP_COL,COD_OBS_HRT,COD_POI_CHO,COD_MAN,CIR_ACC
233,1.0,14,16,1,1,2,1,1,805.0,181.2,7.0,1.0,8.0,13,9.0,11.0,9
234,1.0,16,16,1,1,2,1,1,4201.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,21
236,1.0,20,16,1,1,1,1,1,4201.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,21
237,1.0,17,16,1,1,2,1,1,4234.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,59
238,1.0,19,16,1,1,1,1,1,4201.0,9999.99,6.0,1.0,8.0,13,7.0,11.0,9
239,1.0,18,16,1,1,1,1,1,4205.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,82
240,1.0,18,16,1,1,1,1,1,4201.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,9
242,1.0,8,16,1,1,2,1,1,1.0,188.4,9.0,1.0,3.0,15,7.0,1.0,21
243,1.0,18,16,1,1,1,1,1,1.0,175.0,9.0,1.0,2.0,15,4.0,1.0,9
244,1.0,18,16,1,1,1,1,1,4234.0,15.0,6.0,1.0,2.0,14,4.0,1.0,21
245,1.0,12,16,1,1,2,1,1,805.0,246.1,7.0,1.0,8.0,13,9.0,10.0,9
246,1.0,13,16,1,1,2,1,1,805.0,232.78,7.0,1.0,8.0,14,8.0,16.0,21
247,1.0,10,16,1,1,2,1,1,805.0,235.8,7.0,1.0,8.0,13,7.0,11.0,21
248,1.0,14,16,1,1,2,1,1,4266.0,9999.99,6.0,1.0,3.0,15,8.0,4.0,32
249,1.0,12,16,1,1,2,1,1,4228.0,21.6,4.0,1.0,7.0,14,7.0,16.0,9
250,1.0,12,16,1,1,2,1,1,4266.0,6.75,6.0,1.0,8.0,14,8.0,16.0,9
251,1.0,12,16,1,1,2,1,1,1.0,239.7,10.0,1.0,3.0,15,4.0,1.0,341
252,1.0,14,16,1,1,2,1,1,1.0,242.5,10.0,1.0,1.0,15,1.0,4.0,9
253,1.0,17,16,1,1,2,1,1,1.0,245.8,10.0,1.0,3.0,15,8.0,16.0,31
254,1.0,9,16,1,1,2,1,1,1.0,242.8,10.0,1.0,2.0,15,4.0,1.0,9
255,1.0,12,16,1,1,2,1,1,1.0,243.2,10.0,1.0,3.0,15,8.0,4.0,21
256,1.0,11,16,1,1,2,1,1,1.0,243.1,10.0,1.0,3.0,15,7.0,1.0,32
258,1.0,3,16,1,1,1,1,1,1.0,125.6,7.0,1.0,8.0,14,1.0,16.0,82
259,1.0,10,16,1,1,2,1,1,1.0,130.5,7.0,1.0,8.0,18,3.0,10.0,33
260,1.0,19,16,2,1,1,1,1,4233.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,9
261,1.0,12,16,2,1,2,1,1,4208.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,31
262,1.0,13,16,1,1,2,1,1,805.0,162.7,7.0,2.0,8.0,18,3.0,5.0,31
263,1.0,23,16,1,1,1,1,1,805.0,155.2,7.0,2.0,8.0,18,3.0,5.0,9
264,1.0,17,16,2,1,2,1,1,4211.0,9999.99,7.0,1.0,8.0,14,1.0,16.0,9
265,1.0,20,16,2,1,1,1,1,4220.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,341
266,1.0,15,16,2,1,2,1,1,4201.0,9999.99,6.0,1.0,3.0,15,3.0,12.0,32
267,1.0,14,16,2,1,2,1,1,4201.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,21
268,1.0,11,16,2,1,2,1,1,4214.0,9999.99,6.0,1.0,3.0,14,5.0,1.0,32
269,1.0,23,16,1,1,1,1,1,1.0,161.1,7.0,1.0,3.0,15,2.0,4.0,21
270,1.0,12,16,1,1,2,1,1,1.0,149.2,7.0,1.0,8.0,18,2.0,11.0,9
271,1.0,15,16,1,1,2,1,1,1.0,168.0,7.0,1.0,3.0,15,2.0,13.0,82
272,1.0,16,16,1,1,2,1,1,1.0,156.96,7.0,1.0,3.0,15,2.0,7.0,21
273,1.0,12,16,2,1,2,1,1,4214.0,9999.99,6.0,1.0,3.0,15,2.0,4.0,9
274,1.0,16,16,2,1,2,1,1,4214.0,9999.99,7.0,1.0,3.0,15,2.0,4.0,9
275,1.0,19,16,1,1,1,1,1,406.0,33.4,7.0,1.0,8.0,14,1.0,16.0,9
277,1.0,2,16,1,1,1,1,1,406.0,34.6,7.0,1.0,3.0,15,2.0,4.0,9
278,1.0,15,16,2,1,2,1,1,4214.0,9999.99,6.0,1.0,3.0,15,2.0,4.0,9
279,1.0,18,16,1,1,1,1,1,406.0,24.2,7.0,1.0,8.0,14,4.0,16.0,9
280,1.0,17,16,2,1,2,1,1,4208.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,31
281,1.0,20,16,2,1,1,1,1,4220.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,21
283,1.0,0,61,1,1,1,1,1,4240.0,7.0,6.0,1.0,8.0,13,9.0,11.0,48
284,1.0,0,17,1,1,1,1,1,413.0,72.0,5.0,1.0,8.0,18,9.0,1.0,82
285,1.0,0,61,1,1,1,1,1,4.0,23.0,7.0,1.0,7.0,14,8.0,16.0,3
286,1.0,13,61,2,1,2,1,1,4252.0,9999.99,6.0,1.0,7.0,14,8.0,16.0,9
287,1.0,21,17,1,1,1,1,1,4232.0,67.0,4.0,1.0,7.0,14,7.0,1.0,9
288,1.0,7,61,1,1,2,1,1,4.0,38.0,7.0,1.0,5.0,15,4.0,1.0,32
289,1.0,16,17,1,1,2,1,1,4240.0,26.0,4.0,1.0,8.0,18,9.0,1.0,48
290,1.0,20,17,1,1,1,1,1,4536.0,5.4,5.0,1.0,1.0,15,3.0,4.0,21
291,1.0,15,61,2,1,2,1,1,4236.0,9999.99,4.0,1.0,2.0,15,4.0,1.0,9
292,1.0,11,17,1,1,2,1,1,4528.0,9999.99,4.0,1.0,7.0,14,7.0,16.0,409
295,1.0,18,61,1,1,1,1,1,4240.0,8.4,6.0,1.0,3.0,15,8.0,4.0,9
296,1.0,16,17,1,1,2,1,1,4538.0,10.0,4.0,1.0,7.0,14,8.0,16.0,9
297,1.0,15,18,1,1,2,1,1,405.0,18.0,4.0,1.0,2.0,15,4.0,1.0,31
298,1.0,18,61,1,1,1,1,1,4240.0,14.2,4.0,1.0,7.0,14,7.0,1.0,400
299,1.0,14,17,1,1,2,1,1,4240.0,21.5,4.0,1.0,8.0,18,9.0,1.0,9
300,1.0,12,17,1,1,2,1,1,4240.0,23.1,4.0,1.0,2.0,15,4.0,1.0,21
302,1.0,12,17,1,1,2,1,1,4526.0,9.5,4.0,1.0,8.0,18,9.0,1.0,31
303,1.0,19,17,1,1,1,1,1,4.0,78.9,5.0,1.0,8.0,18,9.0,1.0,9
304,1.0,18,17,1,1,1,1,1,4.0,71.0,5.0,1.0,2.0,14,4.0,1.0,9
305,1.0,13,17,1,1,2,1,1,4.0,71.0,5.0,1.0,2.0,15,4.0,1.0,9
306,1.0,12,17,1,1,2,1,1,413.0,47.9,5.0,1.0,7.0,15,8.0,2.0,9
307,1.0,12,17,1,1,2,1,1,413.0,48.6,5.0,1.0,2.0,15,4.0,1.0,9
308,1.0,14,17,1,1,2,1,1,4549.0,17.0,5.0,1.0,1.0,18,1.0,1.0,9
311,1.0,14,17,1,1,2,1,1,413.0,26.1,10.0,1.0,3.0,14,1.0,16.0,38
312,1.0,8,17,1,1,2,1,1,4530.0,2.4,5.0,1.0,2.0,15,1.0,1.0,71
313,1.0,19,17,1,1,1,1,1,4536.0,7.1,5.0,1.0,7.0,14,3.0,16.0,31
314,1.0,18,17,1,1,1,1,1,4538.0,19.0,4.0,1.0,3.0,15,8.0,21.0,71
316,1.0,20,17,1,1,1,1,1,4541.0,0.0,4.0,1.0,7.0,14,7.0,1.0,21
317,1.0,5,61,1,1,1,1,1,4258.0,9999.99,4.0,1.0,8.0,18,9.0,1.0,9
321,1.0,12,17,1,1,2,1,1,4.0,98.1,5.0,1.0,3.0,15,8.0,2.0,31
322,1.0,20,17,1,1,1,1,1,13.0,183.2,5.0,1.0,8.0,18,9.0,1.0,38
323,1.0,20,17,1,1,1,1,1,4232.0,61.1,4.0,1.0,3.0,15,7.0,6.0,82
324,1.0,12,17,1,1,2,1,1,13.0,147.2,5.0,1.0,8.0,18,4.0,9.0,31
325,1.0,11,17,1,1,2,1,1,4528.0,14.3,4.0,1.0,8.0,18,9.0,1.0,38
326,1.0,22,17,1,1,1,1,1,4232.0,7.5,5.0,1.0,7.0,14,3.0,16.0,9
329,1.0,20,17,1,1,1,1,1,413.0,8.0,10.0,1.0,1.0,15,1.0,4.0,21
330,1.0,13,17,1,1,2,1,1,411.0,5.2,5.0,1.0,3.0,15,2.0,16.0,32
331,1.0,13,17,1,1,2,1,1,4234.0,25.1,4.0,1.0,7.0,14,7.0,16.0,21
332,1.0,20,17,1,1,1,1,1,4234.0,32.2,4.0,1.0,2.0,15,4.0,1.0,21
333,1.0,12,17,1,1,2,1,1,4234.0,30.1,4.0,1.0,3.0,15,8.0,1.0,21
334,1.0,8,17,1,1,2,1,1,4234.0,31.3,4.0,1.0,2.0,15,4.0,1.0,46
335,1.0,14,61,1,1,2,1,1,4.0,49.8,7.0,1.0,8.0,15,9.0,10.0,38
337,1.0,20,61,1,1,1,1,1,413.0,29.3,7.0,1.0,7.0,14,4.0,16.0,21
338,1.0,22,61,1,1,1,1,1,413.0,42.0,6.0,1.0,2.0,15,4.0,1.0,9
339,1.0,19,61,1,1,1,1,1,4240.0,4.3,6.0,1.0,7.0,14,8.0,16.0,21
340,1.0,15,61,1,1,2,1,1,4236.0,9999.99,4.0,1.0,7.0,14,4.0,16.0,3
341,1.0,18,17,1,1,1,1,1,4538.0,9999.99,4.0,1.0,2.0,15,4.0,1.0,439
342,1.0,9,61,2,1,2,1,1,4236.0,9999.99,4.0,1.0,3.0,15,8.0,4.0,9
343,1.0,1,61,2,1,1,1,1,4240.0,9999.99,7.0,1.0,3.0,15,8.0,4.0,81
344,1.0,22,61,1,1,1,1,1,409.0,25.0,7.0,1.0,3.0,15,6.0,4.0,38
345,1.0,15,61,1,1,2,1,1,4235.0,0.4,7.0,1.0,7.0,15,7.0,1.0,3
346,1.0,12,61,1,1,2,1,1,4235.0,1.1,7.0,1.0,4.0,14,1.0,16.0,3
349,1.0,11,17,1,1,2,1,1,408.0,11.0,5.0,1.0,7.0,14,7.0,1.0,9
350,1.0,12,61,1,1,2,1,1,4240.0,9999.99,4.0,1.0,7.0,18,9.0,1.0,32
351,1.0,21,17,1,1,1,1,1,4551.0,9999.99,4.0,1.0,7.0,14,7.0,1.0,3
352,1.0,1,61,1,1,1,1,1,4236.0,9999.99,4.0,1.0,8.0,18,9.0,1.0,21
353,1.0,15,17,1,1,2,1,1,4551.0,9999.99,4.0,1.0,4.0,15,4.0,1.0,9
354,1.0,21,61,1,1,1,1,1,4235.0,11.5,6.0,1.0,7.0,14,7.0,16.0,409
358,1.0,14,61,2,1,2,1,1,4252.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,9
359,1.0,9,61,2,1,2,1,1,4252.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,21
361,1.0,19,61,2,1,1,1,1,4252.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,9
362,1.0,19,61,1,1,1,1,1,4.0,60.8,8.0,1.0,3.0,15,8.0,4.0,9
363,1.0,19,61,1,1,1,1,1,409.0,11.0,6.0,1.0,2.0,15,4.0,1.0,9
364,1.0,13,61,1,1,2,1,1,409.0,12.0,8.0,1.0,2.0,15,4.0,1.0,9
365,1.0,19,61,2,1,1,1,1,4235.0,9999.99,4.0,1.0,2.0,15,4.0,1.0,82
366,1.0,16,23,1,1,2,1,1,7040.0,5.2,7.0,1.0,3.0,15,8.0,6.0,9
367,1.0,20,23,1,1,1,1,1,802.0,153.1,10.0,2.0,8.0,18,9.0,10.0,82
368,1.0,21,23,1,1,1,1,1,413.0,85.2,8.0,1.0,8.0,18,9.0,10.0,9
369,1.0,7,23,1,1,2,1,1,413.0,93.0,8.0,1.0,1.0,15,1.0,4.0,32
374,1.0,15,23,1,1,2,1,1,13.0,239.1,8.0,2.0,8.0,14,1.0,16.0,32
375,1.0,21,23,1,1,1,1,1,4.0,135.0,8.0,1.0,1.0,15,8.0,4.0,341
376,1.0,14,23,1,1,2,1,1,802.0,119.8,10.0,2.0,7.0,2,9.0,11.0,31
391,1.0,12,39,1,1,2,1,1,13.0,329.0,10.0,1.0,7.0,16,1.0,16.0,9
393,1.0,10,23,1,1,2,1,1,6.0,117.0,8.0,1.0,2.0,15,4.0,1.0,33
394,1.0,10,23,1,1,2,1,1,6.0,117.0,8.0,1.0,8.0,18,9.0,11.0,21
395,1.0,22,23,1,1,1,1,1,6.0,144.6,8.0,1.0,2.0,15,4.0,1.0,9
396,1.0,17,23,1,1,2,1,1,6.0,150.0,8.0,1.0,3.0,15,7.0,6.0,341
407,1.0,15,23,1,1,2,1,1,7040.0,0.1,7.0,1.0,2.0,15,4.0,20.0,32
408,1.0,9,23,1,1,2,1,1,705.0,21.3,7.0,1.0,3.0,15,8.0,1.0,21
409,1.0,18,23,1,1,1,1,1,705.0,12.2,7.0,1.0,8.0,18,9.0,11.0,38
411,1.0,22,23,1,1,1,1,1,701.0,9.2,7.0,1.0,8.0,18,9.0,11.0,42
412,1.0,14,23,1,1,2,1,1,6.0,122.8,8.0,1.0,8.0,18,9.0,10.0,31
413,1.0,18,23,1,1,1,1,1,13.0,241.2,8.0,1.0,3.0,15,8.0,6.0,82
415,1.0,5,23,1,1,1,1,1,13.0,239.5,8.0,2.0,7.0,10,9.0,11.0,31
416,1.0,12,23,1,1,2,1,1,13.0,240.4,8.0,1.0,1.0,15,9.0,18.0,9
417,1.0,11,23,1,1,2,1,1,802.0,104.5,8.0,2.0,8.0,18,9.0,11.0,9
418,1.0,8,23,1,1,2,1,1,13.0,208.0,8.0,1.0,1.0,15,8.0,4.0,342
419,1.0,12,23,1,1,2,1,1,6.0,178.5,8.0,1.0,8.0,10,9.0,11.0,31
420,1.0,11,23,1,1,2,1,1,6.0,172.6,8.0,1.0,2.0,14,4.0,18.0,9
421,1.0,20,23,1,1,1,1,1,6.0,172.2,8.0,1.0,8.0,14,1.0,16.0,31
422,1.0,18,23,1,1,1,1,1,6.0,174.0,8.0,1.0,3.0,15,7.0,6.0,9
423,1.0,18,23,1,1,1,1,1,7069.0,9999.99,7.0,1.0,7.0,5,1.0,11.0,9
424,1.0,18,23,1,1,1,1,1,6.0,173.0,8.0,2.0,8.0,14,1.0,16.0,9
425,1.0,16,23,1,1,2,1,1,4.0,113.0,8.0,1.0,3.0,15,8.0,6.0,31
426,1.0,21,23,1,1,1,1,1,4.0,119.1,8.0,1.0,8.0,18,7.0,10.0,439
427,1.0,17,39,1,1,2,1,1,7229.0,3.8,6.0,1.0,8.0,15,9.0,1.0,36
428,1.0,4,39,1,1,1,1,1,13.0,280.2,7.0,1.0,8.0,18,9.0,11.0,31
429,1.0,21,23,1,1,1,1,1,802.0,136.4,10.0,2.0,2.0,15,4.0,1.0,439
430,1.0,8,23,1,1,2,1,1,802.0,137.2,10.0,2.0,8.0,18,9.0,10.0,38
431,1.0,11,23,1,1,2,1,1,802.0,141.9,10.0,2.0,8.0,14,4.0,17.0,9
432,1.0,8,23,1,1,2,1,1,802.0,148.8,10.0,2.0,8.0,18,9.0,11.0,9
433,1.0,1,23,1,1,1,1,1,802.0,159.2,10.0,2.0,8.0,18,9.0,11.0,21
434,1.0,19,23,1,1,1,1,1,802.0,128.7,8.0,2.0,8.0,18,9.0,11.0,9
435,1.0,14,23,1,1,2,1,1,802.0,107.4,8.0,2.0,2.0,15,6.0,1.0,9
437,1.0,1,39,1,1,1,1,1,13.0,300.23,6.0,1.0,8.0,18,9.0,1.0,9
438,1.0,21,39,1,1,1,1,1,13.0,292.8,6.0,1.0,8.0,18,9.0,1.0,341
439,1.0,20,68,1,1,1,1,1,201.0,77.4,6.0,1.0,3.0,15,1.0,1.0,3
440,1.0,13,27,1,1,2,1,1,301.0,174.2,7.0,1.0,8.0,13,9.0,1.0,82
441,1.0,16,27,1,1,2,1,1,9999.0,9999.99,4.0,1.0,8.0,18,7.0,1.0,341
442,1.0,12,27,1,1,2,1,1,204.0,18.1,8.0,1.0,8.0,2,2.0,1.0,31
444,1.0,17,68,1,1,2,1,1,2339.0,10.0,6.0,1.0,7.0,15,7.0,4.0,21
445,1.0,19,27,1,1,1,1,1,1.0,624.2,8.0,1.0,8.0,6,9.0,1.0,9
446,1.0,12,27,1,1,2,1,1,1.0,620.0,8.0,1.0,8.0,13,7.0,1.0,31
448,1.0,21,27,1,1,1,1,1,301.0,115.0,8.0,1.0,8.0,13,8.0,1.0,46
449,1.0,12,27,1,1,2,1,1,204.0,38.3,8.0,1.0,1.0,15,1.0,4.0,46
453,1.0,13,27,1,1,2,1,1,2221.0,9999.99,8.0,1.0,8.0,14,3.0,16.0,33
454,1.0,8,27,1,1,2,1,1,1.0,625.8,8.0,1.0,2.0,15,4.0,1.0,31
455,1.0,18,27,1,1,1,1,1,1.0,624.4,8.0,1.0,8.0,14,2.0,16.0,9
457,1.0,12,27,1,1,2,1,1,301.0,96.3,8.0,1.0,8.0,13,8.0,1.0,9
458,1.0,1,27,1,1,1,1,1,301.0,79.7,8.0,1.0,8.0,13,9.0,1.0,9
461,1.0,19,27,1,1,1,1,1,2313.0,2.1,7.0,1.0,2.0,15,4.0,1.0,31
462,1.0,22,27,1,1,1,1,1,202.0,30.8,8.0,1.0,8.0,13,8.0,1.0,9
463,1.0,18,27,1,1,1,1,1,2314.0,9999.99,8.0,1.0,8.0,13,7.0,1.0,9
464,1.0,15,27,1,1,2,1,1,1.0,612.0,8.0,1.0,3.0,15,8.0,4.0,9
465,1.0,19,27,1,1,1,1,1,2307.0,1.8,8.0,1.0,2.0,15,4.0,1.0,459
466,1.0,12,27,1,1,2,1,1,2307.0,12.0,8.0,1.0,2.0,13,2.0,14.0,9
467,1.0,10,27,1,1,2,1,1,1.0,607.6,8.0,1.0,8.0,13,7.0,1.0,9
468,1.0,12,27,1,1,2,1,1,2323.0,15.0,7.0,1.0,3.0,15,3.0,4.0,48
469,1.0,22,27,1,1,1,1,1,204.0,39.0,8.0,1.0,2.0,15,4.0,1.0,9
470,1.0,19,27,1,1,1,1,1,204.0,36.7,8.0,1.0,1.0,1,1.0,21.0,9
471,1.0,12,27,1,1,2,1,1,2307.0,1.8,8.0,1.0,2.0,15,4.0,1.0,9
472,1.0,0,27,1,1,1,1,1,2307.0,5.5,8.0,1.0,1.0,15,1.0,1.0,31
473,1.0,13,27,1,1,2,1,1,2314.0,9999.99,8.0,1.0,8.0,14,1.0,16.0,9
474,1.0,13,27,1,1,2,1,1,2306.0,35.4,8.0,1.0,3.0,15,1.0,12.0,31
475,1.0,16,27,1,1,2,1,1,2306.0,31.0,8.0,1.0,8.0,14,4.0,16.0,31
476,1.0,19,27,3,1,1,1,1,2323.0,29.4,5.0,1.0,1.0,15,1.0,4.0,9
477,1.0,20,27,1,1,1,1,1,1.0,565.0,8.0,1.0,8.0,14,3.0,16.0,9
478,1.0,12,27,1,1,2,1,1,204.0,35.5,8.0,1.0,5.0,15,4.0,1.0,9
480,1.0,12,27,1,1,2,1,1,202.0,13.2,8.0,1.0,8.0,12,5.0,1.0,31
481,1.0,11,27,1,1,2,1,1,204.0,7.1,8.0,1.0,3.0,15,8.0,1.0,9
482,1.0,14,27,1,1,2,1,1,204.0,3.9,8.0,1.0,2.0,15,4.0,1.0,31
483,1.0,15,27,1,1,2,1,1,1.0,565.1,8.0,1.0,8.0,14,2.0,16.0,9
484,1.0,18,27,1,1,1,1,1,1.0,565.5,8.0,1.0,8.0,14,2.0,16.0,31
485,1.0,23,27,1,1,1,1,1,301.0,121.8,8.0,1.0,3.0,15,8.0,4.0,38
486,1.0,21,27,1,1,1,1,1,204.0,8.1,8.0,1.0,3.0,15,8.0,4.0,99
487,1.0,13,27,1,1,2,1,1,202.0,17.1,8.0,1.0,3.0,15,7.0,6.0,36
488,1.0,8,27,1,1,2,1,1,202.0,9.1,8.0,1.0,2.0,15,4.0,1.0,48
489,1.0,8,68,1,1,2,1,1,204.0,81.0,10.0,1.0,7.0,15,8.0,14.0,31
490,1.0,14,68,1,1,2,1,1,204.0,80.0,7.0,1.0,8.0,14,8.0,16.0,31
491,1.0,9,27,1,1,2,1,1,2300.0,16.0,7.0,1.0,3.0,15,1.0,16.0,31
493,1.0,9,27,1,1,2,1,1,2307.0,21.5,7.0,1.0,3.0,15,8.0,1.0,32
494,1.0,17,27,1,1,2,1,1,2313.0,18.8,7.0,1.0,3.0,15,8.0,9.0,32
495,1.0,10,27,1,1,2,1,1,2300.0,16.5,7.0,1.0,8.0,14,1.0,16.0,33
497,1.0,12,27,1,1,2,1,1,2307.0,9.8,7.0,1.0,2.0,15,4.0,1.0,9
498,1.0,15,27,1,1,2,1,1,2307.0,22.2,7.0,1.0,3.0,15,6.0,1.0,9
499,1.0,14,68,1,1,2,1,1,201.0,28.0,6.0,1.0,7.0,15,4.0,1.0,36
500,1.0,16,27,1,1,2,1,1,9999.0,9999.99,6.0,1.0,3.0,15,8.0,1.0,9
501,1.0,11,11,1,1,2,1,1,206.0,57.1,6.0,1.0,7.0,15,8.0,1.0,31
502,1.0,12,68,1,1,2,1,1,201.0,66.0,6.0,1.0,8.0,18,8.0,1.0,32
503,1.0,12,68,1,1,2,1,1,201.0,65.0,6.0,1.0,8.0,14,7.0,1.0,9
505,1.0,9,68,1,1,2,1,1,201.0,46.0,6.0,1.0,8.0,18,8.0,1.0,9
506,1.0,12,68,1,1,2,1,1,204.0,52.0,7.0,1.0,7.0,15,7.0,4.0,9
507,1.0,12,68,1,1,2,1,1,201.0,9999.99,11.0,1.0,7.0,14,8.0,16.0,9
509,1.0,9,68,1,1,2,1,1,2339.0,9999.99,6.0,1.0,8.0,18,8.0,1.0,33
511,1.0,16,68,1,1,2,1,1,2339.0,14.0,6.0,1.0,8.0,18,7.0,1.0,36
512,1.0,16,11,1,1,2,1,1,206.0,27.1,6.0,1.0,1.0,15,1.0,4.0,40
513,1.0,4,57,1,1,1,1,1,803.0,159.32,7.0,2.0,2.0,15,1.0,1.0,9
516,1.0,13,43,1,1,2,1,1,2017.0,46.1,8.0,1.0,3.0,15,3.0,18.0,9
517,1.0,7,43,1,1,2,1,1,9999.0,266.75,8.0,1.0,8.0,18,1.0,18.0,31
520,1.0,20,22,1,1,1,1,1,2007.0,9.0,7.0,1.0,2.0,15,4.0,18.0,9
521,1.0,17,22,1,1,2,1,1,803.0,229.3,7.0,2.0,8.0,14,1.0,18.0,9
522,1.0,20,57,1,1,1,1,1,8.0,297.3,8.0,1.0,8.0,14,7.0,1.0,9
523,1.0,22,11,1,1,1,1,1,9.0,222.7,7.0,1.0,8.0,18,1.0,11.0,71
524,1.0,6,57,1,1,1,1,1,2107.0,12.6,9.0,1.0,8.0,18,9.0,18.0,21
525,1.0,12,11,1,1,2,1,1,9.0,184.4,6.0,1.0,1.0,15,1.0,4.0,9
526,1.0,17,11,1,1,2,1,1,205.0,3.6,7.0,1.0,8.0,18,7.0,11.0,9
527,1.0,13,11,1,1,2,1,1,2135.0,22.9,7.0,1.0,3.0,15,7.0,6.0,21
529,1.0,13,11,1,1,2,1,1,2125.0,0.19,7.0,1.0,3.0,15,7.0,6.0,9
530,1.0,21,22,1,1,1,1,1,8.0,240.0,10.0,1.0,7.0,15,1.0,8.0,21
532,1.0,22,22,1,1,1,1,1,7.0,135.0,16.0,1.0,2.0,15,4.0,1.0,46
534,1.0,15,22,1,1,2,1,1,2009.0,3.0,9.0,1.0,7.0,15,7.0,4.0,9
538,1.0,12,11,1,1,2,1,1,8.0,301.0,7.0,1.0,8.0,14,7.0,16.0,21
539,1.0,20,11,1,1,1,1,1,2115.0,1.8,7.0,1.0,3.0,15,7.0,6.0,21
540,1.0,15,11,1,1,2,1,1,8.0,347.0,7.0,1.0,2.0,15,4.0,1.0,9
541,1.0,20,11,1,1,1,1,1,2125.0,18.0,7.0,1.0,1.0,15,1.0,4.0,31
545,1.0,9,22,1,1,2,1,1,7.0,137.0,16.0,1.0,7.0,15,7.0,8.0,53
546,1.0,10,22,1,1,2,1,1,7.0,136.2,16.0,1.0,2.0,15,4.0,1.0,33
547,1.0,14,22,1,1,2,1,1,7.0,127.0,16.0,1.0,2.0,15,4.0,1.0,3
550,1.0,21,22,1,1,1,1,1,8.0,239.0,9.0,2.0,8.0,13,7.0,11.0,9
551,1.0,13,22,1,1,2,1,1,8.0,266.6,9.0,1.0,7.0,15,7.0,1.0,9
556,1.0,20,22,1,1,1,1,1,2017.0,3.1,16.0,1.0,1.0,15,1.0,4.0,31
557,1.0,21,11,1,1,1,1,1,2135.0,1.0,6.0,1.0,8.0,18,1.0,10.0,9
558,1.0,23,11,1,1,1,1,1,9.0,195.5,6.0,1.0,8.0,13,9.0,11.0,21
559,1.0,22,11,1,1,1,1,1,9.0,147.8,9.0,1.0,3.0,15,5.0,18.0,21
560,1.0,18,57,1,1,1,1,1,2107.0,3.5,6.0,1.0,3.0,15,5.0,18.0,9
561,1.0,20,57,1,1,1,1,1,2104.0,6.3,7.0,1.0,8.0,18,9.0,18.0,32
562,1.0,14,57,1,1,2,1,1,8.0,297.3,8.0,1.0,3.0,15,2.0,4.0,3
563,1.0,21,48,1,1,1,1,1,803.0,334.3,12.0,2.0,2.0,15,1.0,1.0,31
564,1.0,19,48,1,1,1,1,1,201.0,6.2,6.0,1.0,1.0,15,3.0,4.0,9
565,1.0,22,48,1,1,1,1,1,8.0,157.2,11.0,1.0,1.0,15,1.0,4.0,9
566,1.0,12,43,1,1,2,1,1,2019.0,9999.99,6.0,1.0,8.0,14,1.0,18.0,38
568,1.0,9,43,1,1,2,1,1,2017.0,18.2,18.0,1.0,8.0,18,9.0,18.0,46
569,1.0,16,48,1,1,2,1,1,2022.0,20.2,6.0,1.0,8.0,14,1.0,18.0,33
570,1.0,14,43,1,1,2,1,1,2022.0,58.0,6.0,1.0,8.0,14,1.0,18.0,9
571,1.0,17,43,1,1,2,1,1,2010.0,34.3,7.0,1.0,8.0,15,1.0,18.0,36
586,1.0,11,22,1,1,2,1,1,9.0,236.0,9.0,2.0,8.0,18,1.0,1.0,9
589,1.0,0,22,1,1,1,1,1,9.0,231.8,9.0,2.0,8.0,8,1.0,10.0,71
591,1.0,15,22,1,1,2,1,1,2008.0,9999.99,9.0,1.0,7.0,15,7.0,1.0,21
593,1.0,10,22,1,1,2,1,1,9.0,236.0,9.0,2.0,7.0,15,7.0,9.0,32
594,1.0,20,11,1,1,1,1,1,2115.0,6.0,7.0,1.0,2.0,15,4.0,1.0,38
596,1.0,8,43,1,1,2,1,1,2117.0,25.6,7.0,1.0,1.0,15,1.0,4.0,31
597,1.0,18,11,1,1,1,1,1,210.0,48.5,7.0,1.0,1.0,15,1.0,4.0,9
600,1.0,12,11,1,1,2,1,1,2123.0,9.6,7.0,1.0,3.0,15,7.0,4.0,9
603,1.0,12,43,1,1,2,1,1,2016.0,18.0,7.0,1.0,8.0,14,1.0,18.0,9
604,1.0,16,11,1,1,2,1,1,2125.0,0.1,7.0,1.0,1.0,15,1.0,4.0,9
605,1.0,18,11,1,1,1,1,1,2125.0,0.03,7.0,1.0,8.0,14,7.0,16.0,9
607,1.0,16,11,1,1,2,1,1,8.0,339.3,7.0,1.0,3.0,15,7.0,6.0,9
609,1.0,16,11,1,1,2,1,1,8.0,339.0,7.0,1.0,2.0,15,4.0,1.0,31
