NUM_ACC,MOIS_ACC,HEU_ACC,COD_PRV,COD_ETA_CHA,COD_ETA_SUR,COD_LUM,COD_INT,TYP_LIE_ACC,NUM_ROU,PKM,LAR_CHA,COD_TYP_CHA,COD_TYP_COL,COD_OBS_HRT,COD_POI_CHO,COD_MAN,CIR_ACC
2019,1.0,12,10,1,1,2,1,1,801.0,122.8,8.0,1.0,8.0,11,7.0,11.0,33
2020,1.0,10,54,1,1,2,1,1,803.0,26.8,8.0,1.0,8.0,12,8.0,10.0,46
2021,1.0,19,54,1,1,1,1,1,803.0,38.2,8.0,1.0,2.0,15,4.0,1.0,3
2022,1.0,15,54,1,1,2,1,1,803.0,29.6,8.0,1.0,8.0,13,9.0,10.0,3
2023,1.0,19,54,1,1,1,1,1,803.0,26.4,8.0,1.0,8.0,14,1.0,16.0,3
2024,1.0,20,54,1,1,1,1,1,803.0,41.8,8.0,1.0,2.0,15,4.0,1.0,38
2025,1.0,18,54,1,1,1,1,1,9.0,54.3,7.0,1.0,8.0,13,7.0,11.0,31
2026,1.0,14,54,1,1,2,1,1,9.0,53.2,7.0,1.0,8.0,14,1.0,16.0,9
2027,1.0,14,54,1,1,2,1,1,11.0,41.2,8.0,1.0,3.0,15,5.0,18.0,31
2028,1.0,13,54,1,1,2,1,1,9.0,54.1,7.0,1.0,3.0,15,8.0,1.0,3
2029,1.0,16,72,1,1,2,1,1,9.0,33.6,7.0,1.0,3.0,15,7.0,1.0,9
2030,1.0,22,72,1,1,1,1,1,9.0,40.4,7.0,1.0,8.0,12,7.0,5.0,33
2031,1.0,8,72,1,1,2,1,1,9.0,31.4,7.0,1.0,8.0,14,1.0,16.0,3
2032,1.0,13,72,1,1,2,1,1,9.0,34.2,7.0,1.0,3.0,15,7.0,4.0,9
2033,1.0,19,72,1,1,1,1,1,9.0,40.3,7.0,1.0,8.0,11,4.0,18.0,9
2034,1.0,19,72,1,1,1,1,1,9.0,40.8,7.0,1.0,8.0,11,1.0,11.0,33
2035,1.0,8,72,1,1,2,1,1,9.0,41.0,7.0,1.0,2.0,15,4.0,1.0,409
2036,1.0,14,72,1,1,2,1,1,9.0,36.5,7.0,1.0,3.0,15,8.0,1.0,21
2037,1.0,17,54,1,1,2,1,1,9.0,43.9,7.0,1.0,2.0,15,4.0,1.0,9
2038,1.0,13,60,1,1,2,1,1,805.0,263.4,7.0,2.0,8.0,13,9.0,1.0,9
2039,1.0,12,60,1,1,2,1,1,801.0,9999.99,11.0,2.0,7.0,14,9.0,1.0,31
2042,1.0,20,73,1,1,1,1,1,4001.0,9999.99,7.0,2.0,8.0,18,1.0,1.0,3
2047,1.0,18,74,1,1,1,1,1,6.0,15.8,7.0,2.0,8.0,13,9.0,1.0,36
2048,1.0,23,73,1,1,1,1,1,4032.0,6.0,9.0,1.0,1.0,15,3.0,4.0,53
2049,1.0,20,73,1,1,1,1,1,4036.0,3.6,7.0,1.0,8.0,18,1.0,1.0,31
2051,1.0,18,74,1,1,1,1,1,1.0,251.5,14.0,1.0,8.0,18,1.0,1.0,9
2054,1.0,18,74,1,1,1,1,1,1.0,252.0,14.0,1.0,2.0,15,4.0,1.0,9
2058,1.0,10,74,1,1,2,1,1,6.0,16.0,7.0,2.0,2.0,15,4.0,1.0,342
2060,1.0,20,74,1,1,1,1,1,6.0,13.2,7.0,2.0,4.0,15,9.0,1.0,36
2061,1.0,15,74,1,1,2,1,1,6.0,12.0,8.0,2.0,4.0,15,9.0,1.0,31
2062,1.0,11,74,1,1,2,1,1,6.0,16.0,8.0,2.0,2.0,15,4.0,1.0,31
2063,1.0,15,74,1,1,2,1,1,407.0,12.2,7.0,1.0,8.0,13,9.0,1.0,9
2064,1.0,7,18,1,1,2,1,1,407.0,51.8,7.0,1.0,8.0,13,9.0,1.0,31
2065,1.0,17,74,1,1,2,1,1,6.0,16.0,7.0,2.0,8.0,13,9.0,1.0,9
2066,1.0,9,74,1,1,2,1,1,6.0,17.8,7.0,2.0,8.0,13,9.0,1.0,33
2067,1.0,8,60,1,1,2,1,1,805.0,254.96,8.0,2.0,8.0,13,9.0,1.0,9
2068,1.0,16,60,1,1,2,1,1,805.0,254.9,7.0,2.0,8.0,13,9.0,1.0,46
2069,1.0,19,60,1,1,1,1,1,805.0,252.4,7.0,2.0,8.0,10,9.0,6.0,9
2086,1.0,15,73,1,1,2,1,1,4001.0,4.1,6.0,1.0,2.0,15,4.0,1.0,46
2089,1.0,20,73,1,1,1,1,1,4001.0,1.0,6.0,1.0,3.0,15,7.0,1.0,9
2090,1.0,14,73,1,1,2,1,1,1.0,297.5,15.0,1.0,7.0,15,7.0,18.0,9
2091,1.0,14,73,1,1,2,1,1,1.0,296.2,15.0,1.0,3.0,15,7.0,18.0,31
2092,1.0,20,73,1,1,1,1,1,1.0,297.0,15.0,1.0,7.0,15,7.0,18.0,9
2093,1.0,18,73,1,1,1,1,1,1.0,297.6,15.0,1.0,3.0,15,8.0,18.0,9
2096,1.0,15,73,1,1,2,1,1,1.0,297.7,15.0,1.0,3.0,15,7.0,18.0,9
2097,1.0,9,73,1,1,2,1,1,322.0,63.1,9.0,1.0,1.0,15,1.0,4.0,9
2098,1.0,16,73,1,1,2,1,1,322.0,62.0,9.0,1.0,2.0,15,4.0,1.0,32
2099,1.0,14,73,1,1,2,1,1,322.0,52.2,7.0,1.0,2.0,15,4.0,1.0,32
2101,1.0,19,73,1,1,1,1,1,322.0,58.5,7.0,1.0,4.0,15,9.0,1.0,9
2102,1.0,10,73,1,1,2,1,1,403.0,6.1,9.0,2.0,3.0,15,8.0,1.0,59
2106,1.0,9,73,1,1,2,1,1,4020.0,9999.99,7.0,1.0,3.0,15,3.0,21.0,9
2109,1.0,14,73,1,1,2,1,1,403.0,4.9,9.0,2.0,2.0,15,6.0,1.0,32
2112,1.0,9,73,1,1,2,1,1,403.0,4.0,9.0,2.0,2.0,15,4.0,1.0,9
2113,1.0,7,73,1,1,2,1,1,403.0,5.6,9.0,2.0,3.0,15,3.0,8.0,32
2123,1.0,7,60,1,1,2,1,1,801.0,1.4,11.0,2.0,3.0,15,5.0,1.0,9
2124,1.0,16,60,1,1,2,1,1,801.0,16.6,11.0,2.0,3.0,15,7.0,1.0,3
2125,1.0,7,60,1,1,2,1,1,801.0,1.3,11.0,2.0,4.0,15,8.0,1.0,9
2127,1.0,15,73,1,1,2,1,1,322.0,70.6,7.0,1.0,8.0,18,2.0,1.0,9
2128,1.0,18,73,1,1,1,1,1,322.0,69.6,20.0,1.0,8.0,14,2.0,1.0,21
2130,1.0,20,73,1,1,1,1,1,322.0,72.4,7.0,1.0,8.0,14,2.0,1.0,9
2131,1.0,23,73,1,1,1,1,1,322.0,67.3,7.0,1.0,8.0,15,3.0,1.0,9
2132,1.0,21,60,1,1,1,1,1,805.0,289.0,7.0,1.0,2.0,15,4.0,1.0,9
2133,1.0,8,60,1,1,2,1,1,805.0,299.5,7.0,1.0,8.0,2,1.0,10.0,9
2134,1.0,20,60,1,1,1,1,1,805.0,280.0,8.0,1.0,2.0,15,4.0,1.0,21
2135,1.0,14,73,1,1,2,1,1,401.0,31.0,7.0,1.0,7.0,15,1.0,4.0,9
2136,1.0,18,73,1,1,1,1,1,4025.0,9999.99,10.0,2.0,7.0,15,1.0,1.0,9
2137,1.0,21,73,1,1,1,1,1,401.0,23.0,19.0,1.0,8.0,14,3.0,1.0,31
2139,1.0,17,73,1,1,2,1,1,401.0,9999.99,10.0,1.0,3.0,15,2.0,8.0,31
2141,1.0,12,73,1,1,2,1,1,4036.0,9999.99,10.0,1.0,4.0,15,9.0,1.0,9
2146,1.0,16,73,1,1,2,1,1,4036.0,9999.99,10.0,1.0,3.0,15,2.0,2.0,31
2150,1.0,12,73,1,1,2,1,1,4036.0,9999.99,10.0,1.0,3.0,15,2.0,8.0,9
2158,1.0,13,73,1,1,2,1,1,4036.0,9999.99,10.0,1.0,8.0,14,1.0,16.0,50
2160,1.0,11,73,1,1,2,1,1,401.0,11.6,12.0,1.0,8.0,14,1.0,1.0,32
2161,1.0,19,73,1,1,1,1,1,401.0,12.0,16.0,1.0,3.0,15,3.0,4.0,9
2164,1.0,20,73,1,1,1,1,1,4036.0,6.3,7.0,1.0,3.0,15,2.0,1.0,9
2165,1.0,9,73,1,1,2,1,1,4001.0,9999.99,7.0,2.0,3.0,15,3.0,1.0,50
2167,1.0,10,73,1,1,2,1,1,4023.0,9999.99,6.0,2.0,8.0,18,1.0,1.0,53
2172,1.0,18,60,1,1,1,1,1,9999.0,97.0,7.0,1.0,8.0,18,2.0,1.0,9
2173,1.0,15,73,1,1,2,1,1,4018.0,9999.99,6.0,2.0,3.0,15,4.0,1.0,9
2175,1.0,8,73,1,1,2,1,1,4032.0,9999.99,7.0,1.0,7.0,18,1.0,18.0,436
2178,1.0,14,73,1,1,2,1,1,1.0,300.0,16.0,1.0,2.0,15,4.0,1.0,9
2179,1.0,22,73,1,1,1,1,1,1.0,299.8,16.0,1.0,3.0,15,7.0,4.0,31
2184,1.0,20,62,1,1,1,1,1,1.0,1370.0,8.0,1.0,1.0,15,9.0,1.0,32
2185,1.0,17,62,1,1,2,1,1,1.0,1362.2,8.0,1.0,8.0,14,1.0,16.0,9
2186,1.0,21,21,1,1,1,1,1,1.0,1583.0,9.0,1.0,8.0,13,1.0,1.0,9
2187,1.0,14,8,1,1,2,1,1,1.0,1780.7,6.0,1.0,8.0,18,9.0,1.0,9
2188,1.0,15,8,1,1,2,1,1,1.0,1720.5,5.0,1.0,8.0,18,9.0,1.0,9
2189,1.0,22,8,1,1,1,1,1,1.0,1624.8,6.0,1.0,8.0,18,9.0,1.0,9
2193,1.0,20,21,1,1,1,1,1,5.0,65.2,8.0,1.0,8.0,13,9.0,11.0,38
2194,1.0,11,21,1,1,2,1,1,1.0,1603.0,9.0,1.0,8.0,13,1.0,1.0,48
2195,1.0,12,21,1,1,2,1,1,1.0,1580.0,9.0,1.0,8.0,13,1.0,1.0,9
2197,1.0,3,62,1,1,1,1,1,1.0,1485.0,8.0,1.0,8.0,18,2.0,1.0,31
2198,1.0,0,62,1,1,1,1,1,1.0,1340.0,8.0,1.0,8.0,18,2.0,1.0,9
2200,1.0,22,62,1,1,1,1,1,1.0,1392.0,8.0,1.0,8.0,2,1.0,1.0,36
2201,1.0,0,62,1,1,1,1,1,1.0,1392.0,8.0,1.0,8.0,18,2.0,1.0,9
2202,1.0,21,3,1,1,1,1,1,2.0,318.0,7.0,2.0,1.0,15,1.0,18.0,31
2203,1.0,7,3,1,1,2,1,1,2.0,341.0,3.0,2.0,7.0,1,1.0,18.0,31
2204,1.0,17,3,1,1,2,1,1,5211.0,2.2,8.0,2.0,7.0,15,3.0,18.0,33
2205,1.0,15,3,1,1,2,1,1,509.0,16.8,7.0,1.0,8.0,18,9.0,1.0,31
2206,1.0,18,3,1,1,1,1,1,8.0,843.8,7.0,1.0,8.0,14,1.0,1.0,9
2207,1.0,2,3,1,1,1,1,1,5211.0,4.51,8.0,2.0,8.0,7,1.0,18.0,48
2208,1.0,12,3,1,1,2,1,1,2.0,281.0,7.0,1.0,8.0,14,1.0,1.0,31
2209,1.0,19,3,1,1,1,1,1,2.0,214.0,7.0,1.0,8.0,13,9.0,13.0,9
2210,1.0,18,3,1,1,1,1,1,2.0,213.0,7.0,1.0,8.0,13,9.0,12.0,32
2215,1.0,19,3,1,1,1,1,1,2.0,321.5,7.0,2.0,8.0,14,1.0,18.0,9
2216,1.0,9,3,1,1,2,1,1,2.0,317.0,7.0,2.0,3.0,15,6.0,18.0,32
2218,1.0,12,3,1,1,2,1,1,2.0,333.0,7.0,2.0,8.0,14,1.0,18.0,9
2220,1.0,10,3,1,1,2,1,1,2.0,274.7,7.0,1.0,7.0,15,1.0,2.0,31
2221,1.0,20,2,1,1,1,1,1,9999.0,102.6,8.0,1.0,1.0,15,1.0,4.0,82
2223,1.0,20,45,1,1,1,1,1,1.0,918.5,8.0,1.0,8.0,14,1.0,16.0,36
2224,1.0,12,45,1,1,2,1,1,1009.0,7.3,6.0,1.0,2.0,15,4.0,1.0,38
2225,1.0,9,45,1,1,2,1,1,9999.0,39.4,6.0,1.0,1.0,15,1.0,4.0,21
2226,1.0,15,45,1,1,2,1,1,1009.0,14.8,6.0,1.0,1.0,15,1.0,4.0,36
2227,1.0,18,45,1,1,1,1,1,9999.0,61.8,6.0,1.0,1.0,15,1.0,4.0,9
2230,1.0,18,41,1,1,1,1,1,1010.0,9999.99,8.0,1.0,7.0,14,8.0,16.0,36
2231,1.0,9,2,1,1,2,1,1,9999.0,95.2,8.0,1.0,3.0,15,7.0,1.0,9
2232,1.0,14,2,1,1,2,1,1,1735.0,9999.99,7.0,1.0,8.0,18,9.0,1.0,82
2234,1.0,19,2,1,1,1,1,1,1743.0,36.0,6.0,1.0,8.0,13,1.0,1.0,9
2236,1.0,2,37,1,1,1,1,1,1905.0,14.2,6.0,1.0,8.0,18,9.0,1.0,38
2237,1.0,19,37,1,1,1,1,1,104.0,70.5,6.0,1.0,8.0,18,9.0,1.0,21
2238,1.0,17,41,1,1,2,1,1,10.0,5.8,8.0,1.0,1.0,15,1.0,4.0,9
2240,1.0,21,64,1,1,1,1,1,10.0,18.2,7.0,1.0,8.0,16,1.0,16.0,9
2241,1.0,0,2,1,1,1,1,1,10.0,9999.99,8.0,1.0,8.0,14,1.0,16.0,21
2242,1.0,14,2,1,1,2,1,1,1705.0,9999.99,9.0,1.0,8.0,14,1.0,16.0,9
2243,1.0,18,2,1,1,1,1,1,10.0,9999.99,8.0,1.0,8.0,18,9.0,1.0,71
2244,1.0,12,2,1,1,2,1,1,9999.0,65.8,8.0,1.0,2.0,15,1.0,1.0,31
2245,1.0,14,2,1,1,2,1,1,9999.0,94.5,9.0,1.0,2.0,15,1.0,1.0,59
2246,1.0,20,2,1,1,1,1,1,9999.0,83.5,8.0,1.0,2.0,15,4.0,1.0,31
2248,1.0,14,45,2,1,2,1,1,1011.0,56.9,6.0,1.0,7.0,15,7.0,4.0,9
2249,1.0,13,45,1,1,2,1,1,1009.0,14.0,6.0,1.0,8.0,14,1.0,16.0,439
2250,1.0,20,45,1,1,1,1,1,1014.0,2.4,6.0,1.0,1.0,15,1.0,4.0,21
2251,1.0,8,45,1,1,2,1,1,1.0,907.2,8.0,1.0,7.0,15,8.0,16.0,9
2252,1.0,8,45,1,1,2,1,1,1.0,905.4,8.0,1.0,8.0,14,1.0,16.0,32
2258,1.0,19,45,1,1,1,1,1,1.0,912.2,8.0,1.0,8.0,14,1.0,16.0,9
2259,1.0,16,45,1,1,2,1,1,1014.0,10.2,8.0,1.0,8.0,14,1.0,16.0,99
2260,1.0,16,45,1,1,2,1,1,1014.0,11.2,8.0,1.0,1.0,15,1.0,4.0,3
2263,1.0,10,45,1,1,2,1,1,1014.0,10.0,6.0,1.0,7.0,15,7.0,4.0,3
2264,1.0,7,45,1,1,2,1,1,1014.0,10.6,8.0,1.0,8.0,15,8.0,6.0,9
2267,1.0,19,45,1,1,1,1,1,1.0,919.8,8.0,1.0,8.0,14,1.0,16.0,9
2271,1.0,18,45,1,1,1,1,1,1.0,922.0,8.0,1.0,7.0,15,8.0,8.0,48
2274,1.0,12,45,1,1,2,1,1,1.0,921.1,8.0,1.0,7.0,15,8.0,4.0,32
2275,1.0,16,45,1,1,2,1,1,1.0,925.8,8.0,1.0,7.0,15,7.0,4.0,9
2278,1.0,12,45,1,1,2,1,1,1.0,924.0,8.0,1.0,8.0,14,1.0,16.0,9
2280,1.0,16,45,1,1,2,1,1,1.0,927.0,8.0,1.0,2.0,15,4.0,1.0,31
2281,1.0,20,45,1,1,1,1,1,1.0,922.5,8.0,1.0,8.0,14,1.0,16.0,3
2285,1.0,6,45,1,1,1,1,1,1.0,902.0,8.0,1.0,7.0,15,7.0,11.0,31
2290,1.0,18,45,1,1,1,1,1,1.0,911.7,8.0,1.0,8.0,15,1.0,16.0,3
2292,1.0,20,45,1,1,1,1,1,1.0,906.8,8.0,1.0,8.0,14,1.0,16.0,38
2294,1.0,14,45,1,1,2,1,1,1.0,902.8,8.0,1.0,2.0,15,4.0,1.0,9
2296,1.0,4,45,2,1,1,1,1,1016.0,20.9,6.0,1.0,8.0,18,1.0,10.0,21
2297,1.0,19,45,2,1,1,1,1,1018.0,9999.99,6.0,1.0,7.0,15,7.0,8.0,9
2298,1.0,13,45,2,1,2,1,1,1018.0,9999.99,6.0,1.0,8.0,14,1.0,16.0,9
2299,1.0,19,45,2,1,1,1,1,1018.0,9999.99,6.0,1.0,2.0,15,4.0,1.0,3
2300,1.0,7,45,1,1,2,1,1,1009.0,9999.99,6.0,1.0,7.0,15,8.0,6.0,9
2302,1.0,14,45,1,1,2,1,1,1009.0,20.4,6.0,1.0,2.0,15,4.0,1.0,9
2303,1.0,8,45,1,1,2,1,1,1014.0,2.0,6.0,1.0,2.0,15,4.0,1.0,32
2307,1.0,13,45,1,1,2,1,1,105.0,17.3,8.0,1.0,8.0,15,4.0,1.0,31
2308,1.0,20,41,1,1,1,1,1,9999.0,383.8,7.0,1.0,3.0,15,6.0,4.0,33
2309,1.0,2,2,1,1,1,1,1,803.0,392.9,8.0,2.0,3.0,15,2.0,1.0,9
2310,1.0,1,2,1,1,1,1,1,803.0,393.8,8.0,2.0,3.0,15,2.0,1.0,9
2311,1.0,12,41,1,1,2,1,1,1.0,822.0,9.0,1.0,2.0,1,4.0,1.0,9
2313,1.0,15,41,1,1,2,1,1,1.0,797.6,8.0,1.0,1.0,15,3.0,4.0,31
2314,1.0,12,64,1,1,2,1,1,10.0,14.0,6.0,1.0,7.0,14,1.0,4.0,21
2315,1.0,18,12,1,1,1,1,1,1.0,784.1,6.0,1.0,8.0,18,9.0,1.0,341
2320,1.0,10,41,1,1,2,1,1,9999.0,9999.99,8.0,1.0,3.0,15,2.0,1.0,9
2321,1.0,19,41,1,1,1,1,1,9999.0,9999.99,7.0,1.0,3.0,15,1.0,7.0,9
2325,1.0,12,41,1,1,2,1,1,9999.0,9999.99,8.0,1.0,3.0,15,6.0,1.0,31
2326,1.0,8,41,1,1,2,1,1,9999.0,9999.99,8.0,1.0,7.0,15,1.0,2.0,9
2327,1.0,10,41,1,1,2,1,1,9999.0,396.8,9.0,2.0,2.0,15,4.0,1.0,9
2329,1.0,9,41,1,1,2,1,1,9999.0,397.0,12.0,1.0,3.0,15,2.0,1.0,46
2331,1.0,8,41,1,1,2,1,1,9999.0,9999.99,9.0,1.0,7.0,15,5.0,1.0,3439
2332,1.0,18,41,1,1,1,1,1,9999.0,9999.99,8.0,1.0,8.0,14,1.0,16.0,53
2334,1.0,11,64,1,1,2,1,1,105.0,4.5,12.0,1.0,3.0,15,7.0,4.0,53
2336,1.0,18,64,1,1,1,1,1,105.0,5.9,12.0,1.0,3.0,15,7.0,4.0,53
2337,1.0,17,64,1,1,2,1,1,105.0,6.8,12.0,1.0,3.0,14,7.0,16.0,53
2338,1.0,19,64,1,1,1,1,1,9999.0,9999.99,10.0,1.0,3.0,15,7.0,1.0,32
2340,1.0,15,64,1,1,2,1,1,1005.0,9999.99,9.0,1.0,3.0,14,7.0,16.0,48
2343,1.0,17,45,1,1,2,1,1,9999.0,19.3,11.0,1.0,8.0,14,4.0,16.0,32
2344,1.0,16,64,1,1,2,1,1,9999.0,28.2,10.0,1.0,1.0,15,1.0,4.0,9
2345,1.0,0,64,1,1,1,1,1,9999.0,17.5,11.0,1.0,1.0,15,1.0,4.0,3
2346,1.0,8,45,1,1,2,1,1,9999.0,19.5,10.0,1.0,3.0,15,5.0,8.0,3
2347,1.0,19,64,1,1,1,1,1,9999.0,19.0,10.0,1.0,2.0,15,4.0,1.0,32
2348,1.0,11,64,1,1,2,1,1,9999.0,28.0,11.0,1.0,2.0,15,6.0,12.0,38
2349,1.0,20,64,1,1,1,1,1,9999.0,21.3,11.0,1.0,8.0,18,7.0,18.0,21
2350,1.0,21,45,1,1,1,1,1,9999.0,18.1,10.0,1.0,2.0,15,4.0,1.0,46
2351,1.0,14,64,1,1,2,1,1,9999.0,18.0,10.0,1.0,3.0,15,8.0,6.0,9
2352,1.0,8,64,1,1,2,1,1,1010.0,9999.99,6.0,1.0,7.0,18,9.0,6.0,9
2353,1.0,8,64,1,1,2,1,1,9999.0,17.3,11.0,1.0,8.0,14,1.0,16.0,50
2355,1.0,15,45,1,1,2,1,1,1.0,897.1,7.0,1.0,3.0,15,4.0,1.0,21
2356,1.0,1,45,1,1,1,1,1,1.0,897.0,7.0,1.0,2.0,18,4.0,1.0,21
2357,1.0,7,2,1,1,2,1,1,10.0,58.9,7.0,1.0,3.0,1,6.0,1.0,21
2358,1.0,13,2,1,1,2,1,1,10.0,60.7,7.0,1.0,8.0,15,8.0,14.0,21
2360,1.0,9,45,1,1,2,1,1,1.0,896.0,7.0,1.0,8.0,18,9.0,1.0,9
2361,1.0,9,37,1,1,2,1,1,1.0,986.84,6.0,1.0,2.0,15,4.0,1.0,409
2362,1.0,19,37,1,1,1,1,1,1.0,979.2,6.0,1.0,3.0,15,2.0,1.0,46
2364,1.0,21,37,1,1,1,1,1,1900.0,15.5,6.0,1.0,8.0,18,9.0,1.0,9
2367,1.0,11,37,1,1,2,1,1,1906.0,9999.99,6.0,1.0,8.0,18,9.0,1.0,32
2371,1.0,19,2,1,1,1,1,1,9999.0,84.3,8.0,1.0,2.0,15,1.0,1.0,3
2372,1.0,20,2,1,1,1,1,1,9999.0,83.1,9.0,1.0,3.0,15,6.0,1.0,21
2373,1.0,13,2,1,1,2,1,1,9999.0,87.5,8.0,1.0,8.0,18,9.0,1.0,42
2374,1.0,9,2,1,1,2,1,1,9999.0,142.1,7.0,1.0,8.0,15,1.0,1.0,3
2376,1.0,21,2,1,1,1,1,1,9999.0,120.7,8.0,1.0,4.0,15,1.0,1.0,9
2377,1.0,22,2,1,1,1,1,1,9999.0,120.5,8.0,1.0,8.0,15,1.0,1.0,21
2378,1.0,19,2,1,1,1,1,1,9999.0,122.5,9.0,1.0,8.0,15,1.0,1.0,21
2380,1.0,16,2,1,1,2,1,1,10.0,48.2,8.0,1.0,8.0,18,9.0,1.0,9
2382,1.0,21,2,1,1,1,1,1,9999.0,85.2,7.0,1.0,8.0,15,6.0,1.0,21
2383,1.0,21,2,1,1,1,1,1,9999.0,9999.99,7.0,1.0,3.0,15,7.0,4.0,9
2384,1.0,16,2,1,1,2,1,1,9999.0,86.5,14.0,1.0,3.0,15,8.0,7.0,9
2386,1.0,16,2,1,1,2,1,1,9999.0,85.2,8.0,1.0,3.0,15,7.0,1.0,38
2388,1.0,12,2,1,1,2,1,1,9999.0,85.0,7.0,1.0,3.0,15,1.0,4.0,59
2389,1.0,18,2,1,1,1,1,1,10.0,148.5,8.0,1.0,8.0,18,9.0,1.0,31
2390,1.0,19,2,1,1,1,1,1,1706.0,66.8,8.0,1.0,8.0,18,9.0,1.0,21
2391,1.0,21,2,1,1,1,1,1,1706.0,66.8,8.0,1.0,8.0,18,9.0,1.0,9
2392,1.0,11,2,1,1,2,1,1,10.0,65.0,8.0,1.0,8.0,18,9.0,1.0,21
2393,1.0,17,2,1,1,2,1,1,10.0,67.2,8.0,1.0,3.0,15,7.0,4.0,3
2394,1.0,18,2,1,1,1,1,1,10.0,197.5,12.0,1.0,7.0,15,3.0,7.0,42
2395,1.0,18,2,1,1,1,1,1,1743.0,6.8,6.0,1.0,8.0,18,9.0,1.0,36
2397,1.0,19,2,1,1,1,1,1,9999.0,9999.99,9.0,1.0,8.0,15,1.0,16.0,9
2398,1.0,14,2,1,1,2,1,1,1701.0,9999.99,9.0,1.0,8.0,14,1.0,16.0,9
2399,1.0,19,2,1,1,1,1,1,1705.0,9999.99,6.0,1.0,8.0,18,9.0,1.0,21
2400,1.0,20,2,1,1,1,1,1,9999.0,9999.99,7.0,1.0,8.0,15,1.0,16.0,9
2401,1.0,15,2,1,1,2,1,1,1721.0,9999.99,7.0,1.0,8.0,15,1.0,1.0,9
2402,1.0,11,2,1,1,2,1,1,9999.0,4.0,8.0,1.0,8.0,15,1.0,1.0,46
2403,1.0,10,2,1,1,2,1,1,9999.0,4.3,7.0,1.0,8.0,15,1.0,1.0,3
2404,1.0,12,2,1,1,2,1,1,9999.0,7.1,8.0,1.0,3.0,15,4.0,1.0,9
2405,1.0,18,64,1,1,1,1,1,10.0,15.5,8.0,1.0,4.0,15,1.0,1.0,40
2407,1.0,17,2,1,1,2,1,1,9999.0,10.0,8.0,1.0,8.0,15,1.0,1.0,38
2409,1.0,17,2,1,1,2,1,1,1007.0,9999.99,8.0,1.0,8.0,18,1.0,16.0,31
2411,1.0,8,2,1,1,2,1,1,1717.0,4.0,7.0,1.0,8.0,15,1.0,1.0,21
2412,1.0,19,2,1,1,1,1,1,10.0,9999.99,7.0,1.0,8.0,14,1.0,16.0,36
2413,1.0,13,64,1,1,2,1,1,10.0,16.8,7.0,1.0,3.0,15,8.0,1.0,32
2414,1.0,20,2,1,1,1,1,1,10.0,9999.99,9.0,1.0,2.0,15,4.0,1.0,21
2415,1.0,19,64,1,1,1,1,1,10.0,30.0,7.0,1.0,8.0,18,9.0,1.0,9
2416,1.0,20,2,1,1,1,1,1,1007.0,14.0,6.0,1.0,3.0,15,7.0,1.0,9
2417,1.0,21,33,1,1,1,1,1,1800.0,5.0,20.0,1.0,1.0,13,1.0,2.0,82
4001,2.0,10,58,1,1,2,1,1,7.0,11.9,8.0,1.0,3.0,15,8.0,7.0,9
4002,2.0,21,10,1,1,1,1,1,3473.0,9999.99,6.0,1.0,8.0,13,9.0,11.0,3
4004,2.0,17,58,1,1,2,1,1,1.0,523.8,7.0,1.0,8.0,14,2.0,16.0,9
4005,2.0,20,10,1,1,1,1,1,1.0,438.2,7.0,1.0,1.0,15,1.0,14.0,3
4006,2.0,4,10,1,1,1,1,1,3424.0,9999.99,6.0,1.0,8.0,13,9.0,10.0,9
4007,2.0,12,10,1,1,2,1,1,3410.0,4.2,5.0,1.0,1.0,15,1.0,14.0,33
4008,2.0,1,10,1,1,1,1,1,301.0,4.1,6.0,2.0,1.0,15,1.0,4.0,9
4010,2.0,17,10,1,1,2,1,1,1.0,464.2,7.0,1.0,5.0,15,1.0,14.0,9
4011,2.0,17,10,1,1,2,1,1,316.0,10.7,5.0,1.0,3.0,15,7.0,12.0,9
4012,2.0,19,10,1,1,1,1,1,3403.0,9999.99,5.0,1.0,1.0,15,1.0,14.0,9
4013,2.0,8,10,1,1,2,1,1,318.0,9.2,6.0,1.0,8.0,13,9.0,10.0,32
4014,2.0,9,10,1,1,2,1,1,1.0,467.2,7.0,1.0,8.0,14,2.0,16.0,82
4015,2.0,18,10,1,1,1,1,1,316.0,24.0,5.0,1.0,8.0,14,2.0,16.0,46
4016,2.0,11,10,1,1,2,1,1,3473.0,9999.99,5.0,1.0,1.0,15,1.0,14.0,9
4017,2.0,20,10,1,1,1,1,1,1.0,408.1,7.0,1.0,1.0,15,1.0,14.0,9
4018,2.0,22,10,1,1,1,1,1,1.0,448.2,7.0,1.0,8.0,13,9.0,11.0,82
4019,2.0,16,10,1,1,2,1,1,301.0,13.4,6.0,2.0,3.0,15,8.0,1.0,21
4020,2.0,15,10,1,1,2,1,1,301.0,28.2,7.0,1.0,8.0,13,9.0,11.0,9
4021,2.0,21,10,1,1,1,1,1,3457.0,4.0,5.0,1.0,8.0,13,9.0,11.0,9
4022,2.0,12,10,1,1,2,1,1,1.0,430.4,7.0,1.0,3.0,15,8.0,1.0,31
4023,2.0,19,10,1,1,1,1,1,320.0,51.0,7.0,1.0,8.0,13,9.0,10.0,9
4024,2.0,12,58,1,1,2,1,1,7.0,4.3,8.0,1.0,3.0,15,8.0,10.0,9
4025,2.0,11,58,1,1,2,1,1,201.0,124.2,5.0,1.0,8.0,13,9.0,18.0,9
