Victimes,COD_ETA_CHA,COD_TYP_CHA,COD_TYP_COL,COD_MAN,AGE_CON,TMJA_en_veh_j,POS_ACO_DRO,POS_ACO_GAU,SIG_HOR,SIG_VER,COD_USA_VEH,COD_FAU_NON_CON,age_veh,route_class,Type_veh,Predicted_CLASSE_ISR
1,1,1,1,2,43,25693,1,1,1,1,4,9,1,1,3,4
6,1,2,7,1,22,5066,1,1,2,2,4,9,17,1,3,3
28,1,1,4,1,39,11189,1,1,1,1,4,9,6,1,3,1
6,1,1,7,4,54,3506,1,1,1,1,0,9,29,3,3,4
25,1,1,1,4,50,2951,1,1,1,1,0,9,8,3,0,3
46,1,1,8,16,44,18976,1,1,1,1,0,9,39,1,3,1
9,1,1,4,1,26,4152,1,1,1,1,0,9,34,2,3,1
48,1,1,1,18,45,3661,1,1,1,1,3,1,4,1,3,1
66,1,1,8,11,19,2869,1,1,1,2,4,9,1,3,3,1
11,1,1,8,16,30,2322,1,1,1,2,0,9,27,3,3,4
3,1,1,2,1,56,1884,1,1,1,1,0,9,18,3,0,4
301,1,1,3,1,42,19345,1,1,1,1,0,9,12,1,0,1
49,1,2,3,1,50,14495,1,1,1,1,0,9,8,2,3,1
459,1,1,3,7,24,2231,1,1,1,1,4,9,20,1,3,1
417,1,1,2,1,45,13321,1,1,2,2,0,9,3,3,1,1
395,1,2,8,16,19,5427,1,1,1,2,0,9,3,2,1,1
16,1,2,3,1,31,5066,1,1,1,1,4,9,14,1,3,3
2,1,1,8,18,58,1204,1,1,2,2,0,9,11,3,1,4
45,1,1,3,14,24,4152,1,1,1,2,0,9,0,2,1,1
12,1,1,8,16,34,696,1,1,1,1,9,9,20,2,3,4
110,1,1,3,14,27,6509,1,1,1,2,0,9,7,1,3,1
47,1,1,2,1,37,5782,1,1,1,1,0,9,7,1,1,1
31,1,1,5,1,29,10529,1,1,1,1,0,9,18,2,3,1
10,1,1,8,1,62,997,1,1,1,1,1,9,16,1,2,4
97,1,1,3,12,23,3037,1,1,1,1,0,9,0,2,1,1
174,1,2,3,18,43,4155,1,1,2,2,0,9,14,1,3,1
2,1,1,2,18,28,5924,1,1,1,1,4,9,25,1,3,4
36,1,1,2,1,36,4484,1,1,1,1,4,9,4,1,3,3
74,1,1,3,6,32,4558,1,1,1,2,0,9,2,3,1,1
57,1,1,3,2,49,23089,1,1,1,1,0,9,3,1,3,2
303,1,1,3,12,70,12383,1,1,1,1,0,9,0,1,3,1
116,1,1,1,4,60,2107,1,1,1,1,0,9,16,1,3,1
10,1,1,2,1,33,2417,1,1,1,2,0,9,0,1,1,3
5,1,1,1,4,33,4678,1,1,1,1,9,9,30,1,3,4
39,1,2,7,4,58,11416,1,1,1,1,4,9,3,1,3,1
224,1,1,2,1,38,12495,1,1,1,1,0,9,12,1,1,1
6,1,1,3,4,24,4553,1,1,1,1,0,9,4,3,1,4
376,1,2,2,1,48,12248,1,1,2,2,2,9,10,1,4,1
11,1,1,3,8,22,1354,1,1,1,1,0,9,1,2,1,4
9,1,1,2,1,30,2151,1,1,2,1,0,9,8,2,1,4
181,1,1,7,6,36,13321,1,1,2,2,0,9,32,3,6,1
30,1,1,3,8,53,4392,1,1,1,1,0,9,14,1,3,1
9,1,1,1,2,36,1219,1,1,1,1,9,9,30,3,3,4
109,1,1,3,12,43,6509,1,1,1,1,0,9,22,1,3,1
26,1,1,2,1,46,2620,1,1,1,1,0,9,5,1,3,1
6,1,1,8,1,53,1150,1,1,1,1,9,9,15,1,3,4
395,1,2,3,1,40,5427,1,1,1,2,4,9,13,2,4,1
301,1,1,3,1,25,2598,1,1,1,1,9,9,22,1,3,1
276,1,1,3,1,47,1423,1,1,1,1,9,9,8,1,3,1
444,1,1,1,4,20,13321,1,1,2,2,0,9,47,3,1,1
5,1,1,8,1,64,1276,1,1,1,1,0,9,25,1,3,4
4,1,1,3,1,46,1498,1,1,1,1,0,9,0,2,3,4
29,1,1,2,1,26,5952,1,1,1,1,0,9,15,1,1,3
7,1,1,3,18,41,4155,1,1,1,1,9,9,6,1,3,4
444,1,1,7,15,41,13321,1,1,2,2,0,9,16,3,1,1
8,1,1,1,4,33,2960,1,1,1,1,1,9,8,1,2,3
2,1,1,7,1,53,2104,1,1,1,1,4,9,5,2,3,4
77,1,1,8,10,35,6086,1,1,1,1,4,9,4,1,3,1
58,1,1,2,1,45,5361,1,1,2,1,0,9,4,2,3,1
7,1,1,3,1,37,2450,1,1,1,1,0,9,19,1,3,4
11,1,1,8,16,42,928,1,1,1,2,4,9,9,3,1,4
108,1,1,8,11,37,3577,1,1,1,2,0,9,14,1,1,1
5,1,1,8,10,37,4443,1,1,1,1,0,9,13,3,3,4
9,1,1,8,16,32,2691,1,1,1,1,2,9,14,1,3,3
66,1,1,3,6,36,2448,1,1,1,1,0,9,1,2,1,1
215,1,2,2,1,54,15818,1,1,1,1,4,9,8,1,1,1
174,1,2,1,18,31,11378,1,1,2,2,0,9,26,1,3,1
13,1,1,7,1,18,3211,1,1,1,1,0,9,3,1,1,3
390,1,1,2,1,23,22445,1,1,1,1,0,9,2,1,1,1
61,1,1,1,18,22,5933,1,1,1,1,0,9,1,3,1,1
109,1,1,7,4,23,8008,1,1,1,1,0,9,9,1,1,1
2,2,1,2,1,54,176,1,1,2,2,0,9,13,2,3,4
30,1,1,3,8,53,4392,1,1,1,1,0,9,6,1,3,3
299,1,1,3,21,59,6401,1,1,1,1,1,9,3,2,3,1
16,1,1,8,1,26,722,1,1,1,1,4,9,39,2,3,4
14,1,1,2,1,32,7100,1,1,1,1,4,9,28,1,3,2
90,1,1,3,1,33,4758,1,1,1,1,0,9,15,3,1,1
11,1,1,3,2,37,3430,1,1,1,1,4,9,40,3,3,1
28,1,1,4,1,39,5802,1,1,1,1,4,9,15,1,3,1
17,1,1,1,4,43,6086,1,1,1,1,4,9,27,1,3,1
76,1,1,3,12,28,4152,1,1,1,1,0,9,20,2,3,1
9,1,1,2,1,33,1288,1,1,1,1,4,9,10,1,3,4
52,1,1,2,1,38,23089,1,1,1,1,0,9,3,1,3,1
170,1,2,8,11,25,5427,1,1,1,2,0,9,2,2,1,1
116,1,1,1,4,58,2107,1,1,1,1,4,9,16,1,3,1
33,1,1,4,1,63,7761,1,1,2,1,0,9,14,1,3,3
8,1,1,1,2,30,10113,1,1,2,1,9,9,15,1,4,4
215,1,1,3,18,20,8438,1,1,1,1,0,9,4,3,1,1
13,1,1,3,1,66,5361,1,1,2,1,0,9,41,2,1,3
82,1,1,3,12,73,3423,1,1,1,1,0,9,16,2,3,1
4,1,1,1,4,24,5046,1,1,1,1,4,9,21,2,3,4
63,1,1,2,1,43,8008,1,1,1,1,0,9,34,1,3,1
16,1,1,8,18,68,1219,1,1,1,1,0,9,5,3,1,3
3,1,1,7,1,57,1027,1,1,2,2,0,9,2,3,1,4
139,1,1,3,1,35,4386,1,1,1,1,0,9,20,1,3,1
8,1,1,7,4,12,312,1,1,1,2,0,9,2,1,0,4
6,1,1,2,18,40,3377,1,1,1,1,0,9,7,3,1,1
26,1,1,7,8,41,4587,1,1,1,1,0,9,2,1,4,3
11,1,1,1,4,34,1094,1,1,1,1,9,9,16,2,3,4
124,1,2,2,1,43,26640,1,1,1,1,4,9,8,1,3,1
18,1,1,2,1,43,2525,1,1,1,1,0,9,1,2,1,3
12,1,1,7,1,48,3019,1,1,2,1,0,9,24,2,3,1
100,1,1,3,4,33,4039,1,1,1,1,0,9,7,2,1,1
3,1,1,8,1,33,850,1,1,2,2,0,9,12,2,3,4
1,1,1,1,4,33,318,1,1,1,2,4,9,29,2,3,4
114,1,2,2,9,22,15519,1,1,1,1,4,9,2,1,1,1
158,1,1,3,9,34,6503,1,1,1,1,4,9,4,3,3,1
9,1,1,2,1,24,4576,1,1,1,1,0,9,0,2,1,1
136,1,1,3,6,54,8563,1,1,1,2,0,9,1,1,1,1
21,1,1,8,11,35,917,1,1,2,1,4,3,16,1,3,4
66,1,1,2,1,27,5334,1,1,1,1,0,9,27,3,3,1
119,1,1,2,18,53,9074,1,1,1,1,0,9,17,1,4,1
224,1,1,8,16,65,12495,1,1,1,1,0,9,3,1,3,1
297,1,2,1,1,20,4893,1,1,1,1,4,9,10,2,1,1
17,1,1,3,2,33,15315,1,1,1,1,0,9,13,1,1,3
90,1,1,7,6,32,3786,1,1,1,1,0,9,1,1,1,1
50,1,1,3,16,63,18946,1,1,1,1,0,9,1,1,1,1
49,1,1,3,15,62,3878,1,1,1,1,0,9,12,1,1,1
14,1,1,7,4,34,3433,1,1,1,1,9,9,13,1,1,3
14,1,1,8,11,36,6143,1,1,2,1,4,9,4,1,3,3
101,1,1,7,1,28,3594,1,1,1,1,0,9,23,1,3,1
33,1,1,3,14,23,2873,1,1,1,2,4,9,17,2,1,1
131,1,1,2,1,45,7364,1,1,1,1,4,9,3,1,3,1
1,1,1,8,11,29,6143,1,1,2,1,9,9,0,1,3,4
4,1,2,2,1,28,21692,1,1,1,1,2,9,25,1,4,4
13,1,1,3,1,47,2764,1,1,2,1,0,9,16,1,3,4
189,1,1,7,18,28,2231,1,1,1,1,0,9,3,1,0,1
36,1,1,8,1,54,18976,1,1,1,1,0,9,5,1,3,2
23,1,1,8,16,45,7452,1,1,2,2,0,9,4,2,3,3
56,1,1,2,1,39,2620,1,1,1,1,0,9,7,1,1,1
224,1,1,2,1,70,12495,1,1,1,1,0,9,9,1,0,1
8,1,1,3,9,46,2930,1,1,1,1,0,9,10,1,3,4
97,1,1,7,16,35,8438,1,1,1,1,0,9,0,3,3,1
5,1,1,8,16,33,2259,1,1,1,1,9,9,5,2,3,4
61,1,1,3,4,30,898,1,1,1,1,9,9,3,1,1,1
131,1,1,3,16,22,7364,1,1,1,1,1,9,5,1,3,1
33,1,1,3,4,15,2873,1,1,1,2,4,9,9,2,1,1
4,1,1,3,8,20,1501,1,1,1,1,0,9,3,1,1,4
8,1,1,3,18,36,6143,1,1,2,1,0,9,19,1,3,3
31,1,1,3,1,38,18976,1,1,1,1,9,9,7,1,1,2
130,1,1,3,18,22,8438,1,1,1,1,0,9,3,3,1,1
14,1,1,8,11,31,4911,2,2,1,1,0,9,13,1,3,4
10,1,1,7,2,44,997,1,1,1,1,0,9,13,1,3,4
11,1,1,7,4,62,6179,1,1,1,1,4,9,7,1,3,4
9,1,1,2,1,41,4576,1,1,1,1,2,9,4,2,4,4
28,1,1,8,1,42,2652,1,1,1,1,0,9,18,2,3,1
444,1,1,2,1,42,13321,1,1,1,1,4,9,4,3,3,1
49,1,1,7,6,46,3878,1,1,1,1,4,9,2,1,3,1
189,1,1,2,18,23,19360,1,1,1,1,0,9,1,1,1,1
395,1,2,4,1,47,5427,1,1,1,2,4,9,0,2,3,1
1,1,1,7,1,25,21692,1,1,1,1,9,9,11,1,6,4
15,1,1,3,4,28,3745,1,1,1,1,0,9,39,2,3,3
303,1,1,3,12,63,12383,1,1,1,1,0,9,1,1,3,1
10,4,1,7,4,34,1213,1,1,1,1,9,9,17,1,3,4
27,1,1,8,16,47,5220,1,1,1,2,4,9,0,2,3,1
376,1,2,3,2,28,12248,2,2,2,2,0,9,13,1,3,1
7,1,1,8,11,23,1863,1,1,1,1,4,9,9,2,6,3
16,1,1,8,11,24,3423,1,1,1,1,0,9,3,2,3,3
9,1,1,7,2,62,2259,1,1,2,1,9,9,20,2,2,4
7,2,1,8,1,35,2809,2,2,1,2,4,9,42,2,3,1
22,1,1,3,4,42,4196,1,1,1,1,0,9,40,2,3,3
152,1,2,7,11,59,15818,1,1,1,1,0,9,34,1,3,1
139,1,1,3,1,40,4386,1,1,1,1,0,9,33,1,3,1
50,1,1,7,16,35,6651,1,1,2,1,0,9,11,1,1,1
7,1,1,8,4,54,2027,1,1,1,1,0,9,4,1,3,4
5,1,1,8,16,39,3142,1,1,1,1,3,9,1,2,3,3
4,1,1,1,4,23,2651,1,1,1,1,1,9,5,2,3,4
10,1,1,2,1,33,2620,1,1,1,1,0,9,6,1,1,2
6,1,1,7,4,27,3557,1,1,1,1,0,9,3,1,3,4
12,1,1,1,4,61,1501,1,1,1,1,0,9,3,1,1,4
7,1,1,1,18,23,2498,1,1,1,1,0,9,11,1,3,1
276,1,1,7,4,29,1423,1,1,1,1,0,9,9,1,1,1
232,1,2,3,9,41,19574,1,1,1,1,4,9,1,2,3,1
16,1,1,1,4,54,4678,1,1,1,1,0,9,11,1,3,3
104,1,2,8,16,34,12383,1,1,1,1,0,9,14,1,3,1
136,1,1,2,1,51,6957,1,1,1,1,0,9,7,1,1,1
16,1,1,7,4,41,15371,1,1,1,1,0,9,3,1,3,2
4,1,1,3,1,24,4735,1,1,1,1,1,9,6,1,3,4
3,1,1,2,1,70,1924,1,1,1,1,4,9,25,3,3,4
57,1,2,8,10,25,5222,1,1,2,1,0,9,0,3,1,1
17,1,1,4,1,39,5802,1,1,1,1,0,9,4,1,3,3
5,1,1,1,4,40,7608,1,1,1,1,4,9,25,1,3,4
136,1,1,7,1,45,6957,1,1,1,1,0,9,1,1,3,1
105,1,1,3,4,30,7358,1,1,2,2,4,9,3,1,3,1
23,1,1,1,2,26,7481,1,1,1,1,0,9,25,1,3,3
181,1,1,2,1,32,13321,1,1,2,2,0,9,10,3,3,1
5,1,1,7,8,39,400,1,1,1,1,0,9,6,2,1,4
97,1,1,4,6,31,3037,1,1,1,2,0,9,4,2,1,1
7,1,1,3,4,47,1362,1,1,1,1,9,9,2,3,3,3
30,1,1,2,1,47,8563,1,1,1,2,1,9,3,1,2,1
299,1,1,2,1,26,6401,1,1,1,1,0,9,7,2,1,1
10,1,1,4,18,42,2027,1,1,1,1,4,9,4,1,3,4
25,1,1,7,16,49,4045,1,1,2,2,1,9,2,3,3,3
24,1,1,1,4,62,2886,1,1,1,1,1,9,6,1,3,3
23,1,1,2,1,27,8225,1,1,1,2,0,9,31,1,3,2
301,1,1,1,2,18,19345,1,1,1,1,0,9,14,1,3,1
2,1,1,7,16,58,2675,1,1,1,1,1,9,6,1,3,4
78,1,1,7,1,43,2109,1,1,1,1,0,9,11,1,3,1
459,1,1,3,18,45,20149,1,1,1,1,2,9,4,1,4,1
276,1,1,1,4,23,7549,1,1,1,1,4,9,1,1,1,1
11,1,1,8,11,30,5802,1,1,1,1,0,9,0,1,1,4
4,1,2,8,11,45,3698,1,1,1,1,9,9,2,2,3,4
18,1,1,7,4,42,15371,1,1,1,1,0,9,5,1,3,3
77,1,1,2,1,53,7195,1,1,1,1,1,9,1,1,3,1
6,1,1,8,18,30,481,1,1,1,1,9,9,4,2,3,4
232,1,1,1,5,53,19574,1,1,1,1,0,9,6,2,1,1
27,1,1,8,11,52,5220,1,1,1,1,0,9,18,2,3,3
3,1,1,8,11,43,2153,1,1,1,1,4,9,13,1,4,4
215,1,1,4,1,29,8438,1,1,1,1,9,9,3,3,3,1
15,1,1,4,14,42,4873,1,1,1,1,0,9,19,1,3,1
35,1,1,3,1,39,23089,1,1,1,1,0,9,13,1,3,2
100,1,1,2,1,61,8588,1,1,1,1,0,9,17,1,3,1
149,1,2,5,1,61,9157,1,1,1,1,0,9,2,1,3,1
10,1,1,8,1,42,771,1,1,1,1,0,9,14,1,3,4
18,1,1,3,1,39,1770,1,1,1,2,0,9,20,3,3,3
6,1,1,1,4,22,2675,1,1,1,1,0,9,1,1,1,3
17,1,1,2,1,28,5782,1,1,1,2,0,9,3,1,1,3
18,1,1,2,1,67,2027,1,1,1,1,3,9,15,1,3,3
6,1,2,7,1,37,2093,1,1,2,2,1,9,5,1,3,3
56,1,1,8,11,32,2620,1,1,1,1,0,9,1,1,1,1
4,1,1,8,1,35,1460,1,1,1,1,4,9,1,1,3,4
2,1,1,2,1,24,4587,1,1,1,1,0,9,16,1,3,4
79,1,1,2,1,43,4597,1,1,1,1,0,9,2,2,1,1
91,1,2,7,11,35,5871,1,1,1,1,0,9,17,2,3,1
27,2,1,7,1,37,706,1,1,2,2,0,9,2,3,3,3
13,1,1,3,8,49,2620,1,1,1,1,1,9,8,1,3,4
6,1,1,2,17,52,7100,1,1,1,1,0,9,12,1,3,4
33,1,1,3,18,32,2498,1,1,1,1,9,9,12,1,5,1
31,1,1,8,11,37,7481,1,1,1,1,0,9,7,1,3,1
7,1,1,7,13,17,2564,1,1,1,1,0,9,0,1,1,4
299,1,1,2,1,26,6401,1,1,1,1,4,9,3,2,1,1
215,1,2,7,8,62,15818,1,1,1,1,0,9,2,1,1,1
390,1,1,8,11,58,22445,1,1,1,1,4,9,3,1,1,1
3,1,1,7,1,16,2886,1,1,1,1,0,9,1,1,1,3
42,1,2,2,1,37,11416,1,1,1,1,3,9,6,1,3,1
459,1,1,3,18,28,2231,1,1,1,1,0,9,1,1,1,1
18,1,1,8,1,34,6957,1,1,1,1,4,9,3,1,3,3
184,1,1,2,1,35,22445,1,1,1,1,4,9,5,1,3,1
41,1,1,8,16,61,5924,1,1,1,1,0,9,7,1,1,1
10,1,1,8,11,27,4688,1,1,1,1,4,9,1,1,1,4
7,1,1,3,2,26,3266,1,1,1,1,0,9,42,2,3,4
224,1,1,2,1,19,22445,1,1,1,1,0,9,4,1,1,1
5,1,1,2,1,70,3651,1,1,2,1,0,9,6,2,3,4
124,1,1,2,1,30,12495,1,1,1,1,0,9,9,1,3,1
22,1,1,2,1,51,3224,1,1,1,1,0,9,38,1,3,4
114,1,2,2,1,19,10416,1,1,1,1,0,9,3,1,1,1
6,1,1,8,16,39,7100,1,1,1,1,1,9,4,1,3,3
18,1,1,3,1,43,5898,1,1,1,1,0,9,38,1,3,4
4,1,1,8,1,36,1083,1,1,1,1,0,9,28,1,3,4
5,1,1,1,4,38,2492,1,1,1,1,4,9,7,2,3,1
7,1,2,8,16,45,1546,1,1,1,1,0,9,37,2,3,4
181,1,1,4,1,35,13321,1,1,2,2,9,9,4,3,3,1
83,1,1,3,1,25,5855,1,1,1,1,0,9,0,2,1,1
3,1,1,2,9,65,15694,1,1,1,1,4,9,3,1,3,3
169,1,1,8,18,62,1219,1,1,1,1,0,9,12,3,1,1
19,1,1,5,14,48,8225,1,1,1,2,0,9,35,1,3,1
2,1,1,1,4,32,722,1,1,1,1,4,9,1,2,3,4
152,1,2,7,1,50,15818,1,1,1,1,0,9,10,1,3,1
158,1,1,3,1,33,6503,1,1,1,1,0,9,2,3,1,1
11,1,1,8,18,56,3377,1,1,1,1,0,9,0,3,1,1
33,1,1,3,2,27,3377,1,1,1,1,0,9,4,3,1,1
16,1,1,2,1,39,2764,1,1,2,2,0,9,15,1,3,4
10,1,2,5,1,39,10170,1,1,1,1,4,9,18,2,3,3
276,1,1,2,1,32,1423,1,1,1,1,9,9,13,1,3,1
6,1,1,7,7,56,6651,1,1,2,1,0,9,48,1,1,4
90,1,1,3,6,21,4758,1,1,1,1,0,9,8,3,1,1
41,1,1,7,8,51,5967,1,1,1,2,0,9,13,3,1,1
15,1,1,3,18,72,3377,1,1,1,1,0,9,7,3,1,1
5,2,1,2,1,66,734,1,1,2,2,0,9,8,2,1,4
215,1,1,2,1,69,15818,1,1,1,1,0,9,4,1,1,1
16,1,1,3,1,46,1498,1,1,1,1,2,9,3,2,4,4
41,1,1,3,4,50,4877,1,1,1,1,0,9,5,1,3,1
69,1,1,4,1,36,27723,1,1,1,1,0,9,3,1,3,2
23,1,2,8,11,48,26640,1,1,1,1,0,9,1,1,1,2
39,1,1,8,16,62,7549,1,1,1,1,1,9,5,1,3,1
4,1,1,5,6,26,2722,1,1,1,1,0,9,4,2,3,4
4,1,1,8,16,33,3828,1,1,2,2,4,9,0,3,3,4
459,1,1,2,1,27,20149,1,1,1,1,0,9,1,1,1,1
10,1,1,7,2,35,7049,1,1,1,1,0,9,19,1,3,2
280,1,1,7,4,27,4893,1,1,1,1,4,9,0,2,1,1
5,1,1,7,16,65,5811,1,1,1,1,1,9,1,2,2,3
29,1,1,7,16,41,3317,1,1,1,1,4,9,10,2,3,3
10,1,1,1,14,39,937,1,1,1,2,0,9,15,3,3,3
231,1,1,7,1,53,9827,1,1,1,1,3,9,6,1,3,1
276,1,1,2,1,33,1423,1,1,1,1,0,9,1,1,1,1
232,1,1,3,1,58,19574,1,1,1,1,0,9,3,2,1,1
5,1,1,3,1,41,4443,1,1,1,1,0,9,2,3,3,4
46,1,1,3,1,56,6922,1,1,1,1,0,9,9,1,3,1
3,1,1,1,4,29,685,1,1,1,1,1,9,2,2,3,4
5,1,1,8,16,43,2344,1,1,2,2,3,9,1,2,3,3
7,1,1,3,12,10,77,1,1,1,1,0,9,2,1,0,4
127,1,2,3,6,53,5427,1,1,1,2,4,9,28,2,4,1
70,1,1,7,1,40,7063,1,1,1,1,9,9,10,1,3,1
8,1,1,8,1,80,2495,1,1,2,2,0,9,21,2,3,4
444,1,1,2,1,19,13321,1,1,2,2,0,9,3,3,1,1
47,1,1,7,1,45,1142,1,1,2,1,9,9,15,3,3,1
6,1,1,8,11,19,3108,1,1,1,1,4,9,1,2,1,3
6,1,1,3,2,44,7373,1,1,1,1,1,9,4,3,3,3
13,2,1,8,16,46,2809,2,2,1,2,4,9,18,2,3,3
8,1,1,7,16,40,3116,1,1,1,1,0,9,19,1,3,3
11,1,1,1,4,19,2093,1,1,1,1,0,9,12,1,1,1
82,1,1,8,10,70,3423,1,1,1,1,0,9,15,2,3,1
15,1,1,1,18,72,2498,1,1,1,1,0,9,6,1,3,1
58,1,1,8,6,52,9443,1,1,1,2,0,9,3,1,1,1
299,1,1,3,1,56,6401,1,1,1,1,1,9,2,2,3,1
20,1,1,2,1,40,4315,1,1,1,1,0,9,13,1,3,4
33,1,1,7,16,34,3377,1,1,1,1,0,9,1,3,1,1
25,1,2,8,16,35,2742,1,1,1,1,4,9,11,2,1,1
0,1,1,2,1,45,16025,1,1,1,1,1,9,5,1,3,4
4,1,1,1,4,39,5046,1,1,1,1,4,9,21,2,3,4
35,1,1,3,1,23,23089,1,1,1,1,0,9,33,1,3,2
7,1,2,2,1,22,1695,1,1,2,2,0,9,1,1,1,4
9,1,1,2,1,38,2450,1,1,1,1,0,9,24,1,3,4
22,1,1,3,1,36,4558,1,1,1,2,1,9,7,3,3,3
102,1,1,2,1,21,4236,1,1,1,1,0,9,3,3,1,1
255,1,2,7,2,20,12248,1,1,1,1,0,9,10,1,1,1
102,1,1,8,18,22,3377,1,1,1,1,0,9,3,3,1,1
4,1,1,3,1,25,1498,1,1,1,1,0,9,0,2,3,4
5,1,1,3,18,30,4155,1,1,2,2,0,9,0,1,1,3
104,1,1,3,1,33,1349,1,1,1,1,0,9,15,3,3,1
49,1,1,1,14,19,3037,1,1,1,2,4,9,2,2,3,1
116,1,1,3,2,79,23089,1,1,1,1,0,9,32,1,3,2
66,1,1,3,1,30,2869,1,1,1,2,0,9,0,3,1,1
7,1,1,3,1,48,18946,1,1,1,1,0,9,5,1,3,3
117,1,1,2,1,25,23089,1,1,1,1,0,9,16,1,3,1
14,1,1,8,16,26,2764,1,1,2,2,0,9,2,1,1,4
297,1,2,2,1,21,4893,1,1,1,1,0,9,8,2,1,1
82,1,1,3,4,58,7169,1,1,1,1,0,9,8,1,3,1
8,1,1,8,11,24,2402,1,1,1,1,3,9,0,3,1,4
417,1,1,7,6,46,13321,1,1,2,2,0,9,9,3,1,1
11,1,1,2,8,55,3407,1,1,1,1,9,9,5,2,1,3
74,1,1,7,1,27,4045,1,1,1,1,0,9,0,3,3,1
45,1,1,3,12,30,4152,1,1,1,1,0,9,7,2,1,1
362,1,1,1,4,22,12495,1,1,1,1,4,9,1,1,1,1
276,1,1,2,1,38,7549,1,1,1,1,0,9,7,1,3,1
7,1,1,7,4,38,3137,1,1,1,1,0,9,11,1,3,3
4,1,1,8,11,32,5719,1,1,1,1,4,9,10,1,3,4
3,1,1,8,11,38,15694,1,1,1,1,4,9,2,1,3,3
28,1,1,3,1,54,9743,1,1,1,1,1,9,5,1,3,3
444,1,1,2,1,23,13321,1,1,2,2,0,9,18,3,1,1
23,1,1,8,11,31,7481,1,1,1,1,0,9,14,1,3,1
69,1,1,8,1,66,2840,1,1,1,1,9,9,8,1,3,1
18,1,1,2,18,51,3175,1,1,1,1,0,9,8,2,1,1
200,1,1,1,4,36,12383,1,1,1,2,0,9,22,1,3,1
280,1,2,2,1,23,4893,1,1,1,1,0,9,3,2,1,1
91,1,1,2,1,43,5871,1,1,1,1,0,9,14,2,3,1
138,1,1,3,6,22,7195,1,1,1,1,4,9,0,1,1,1
2,1,1,1,2,41,997,1,1,1,1,0,9,12,1,6,4
35,1,1,3,2,66,23089,1,1,1,1,0,9,23,1,3,2
9,1,1,8,16,28,318,1,1,1,2,0,9,6,2,3,4
395,1,2,2,1,56,5427,1,1,1,2,0,9,11,2,3,1
58,1,1,8,1,28,9443,1,1,1,2,0,9,16,1,3,1
37,1,1,2,1,61,6651,1,1,2,1,0,9,9,1,3,3
1,1,1,7,16,26,540,1,1,1,1,0,9,1,1,1,4
99,1,2,3,6,34,18976,1,2,1,1,0,9,5,1,3,2
26,1,1,8,11,33,77,1,1,2,2,4,9,0,1,3,3
89,1,2,2,18,39,16667,1,1,2,2,0,9,11,3,3,1
3,1,1,8,18,25,1936,1,1,2,2,0,9,4,3,1,4
105,1,1,2,1,22,4386,1,1,1,1,4,9,1,1,1,1
14,1,1,8,16,30,9743,1,1,1,1,0,9,7,1,3,2
13,1,1,1,2,65,7481,1,1,1,1,0,9,8,1,3,2
280,1,1,3,1,30,4893,1,1,1,2,0,9,10,2,3,1
16,1,1,3,17,19,19574,1,1,1,1,0,9,1,2,1,1
47,1,1,1,4,29,3433,1,1,1,1,0,9,9,1,1,1
18,1,1,3,8,59,4392,1,1,1,1,3,9,29,1,3,3
4,1,1,2,1,35,2675,1,1,1,1,0,9,11,1,0,4
68,1,1,7,9,35,8588,1,1,1,1,0,9,19,1,3,1
149,2,2,8,16,31,60870,1,1,1,1,2,9,10,1,4,1
140,1,1,8,18,20,10426,1,1,1,1,0,9,1,1,1,1
224,1,1,7,15,23,22445,1,1,1,1,0,9,5,1,1,1
16,1,1,8,1,40,2153,1,1,1,1,4,9,24,2,3,4
100,1,1,2,1,29,4039,1,1,1,1,0,9,43,2,3,1
16,1,1,2,1,23,7358,1,1,2,2,4,9,4,1,1,1
112,1,1,7,1,34,5393,1,1,1,1,0,9,0,1,1,1
77,1,1,3,6,47,4045,1,1,1,1,0,9,22,3,3,1
41,1,1,3,4,30,4877,1,1,1,1,0,9,0,1,1,1
4,1,1,8,16,30,3666,1,1,1,1,2,9,6,1,3,3
120,1,1,8,18,61,8438,1,1,1,1,0,9,8,3,1,1
19,1,1,4,2,59,10426,1,1,1,1,1,9,6,1,3,3
52,1,1,1,2,33,3430,1,1,1,1,1,9,2,3,3,1
9,1,2,3,5,38,1695,1,1,2,2,0,9,12,1,3,1
20,1,1,8,1,25,21692,1,1,1,1,9,9,4,1,3,2
218,1,1,2,1,30,11512,1,1,1,2,0,9,8,1,0,1
3,1,1,1,14,24,3555,1,1,1,1,0,9,15,3,1,3
395,1,2,2,1,42,5427,1,1,1,2,0,9,2,2,3,1
10,1,1,1,14,49,937,1,1,1,2,0,9,15,3,3,3
77,1,1,3,4,23,16519,1,1,1,1,4,9,29,1,3,1
27,1,1,2,1,56,5515,1,1,1,1,0,9,18,1,0,1
24,1,1,8,10,30,4484,1,1,1,1,4,9,3,1,3,3
8,1,1,1,4,32,318,1,1,2,1,0,9,11,2,3,4
8,1,1,8,1,25,2870,1,1,1,1,0,9,4,2,1,4
1,1,1,8,16,26,1345,1,1,1,1,1,9,3,2,3,4
6,1,1,8,18,38,10426,1,1,1,1,9,9,6,1,3,3
224,1,1,7,9,35,12495,1,1,1,1,3,9,15,1,3,1
66,1,1,3,14,43,7195,1,1,1,2,1,9,5,1,3,1
9,1,1,8,16,30,5334,1,1,1,1,0,9,18,3,3,3
