Victimes,COD_ETA_CHA,COD_TYP_CHA,COD_TYP_COL,COD_MAN,AGE_CON,TMJA_en_veh_j,POS_ACO_DRO,POS_ACO_GAU,SIG_HOR,SIG_VER,COD_USA_VEH,COD_FAU_NON_CON,age_veh,route_class,Type_veh,Predicted_CLASSE_ISR
22,1,1,1,14,36,3037,1,1,1,2,4,9,7,2,3,1
77,1,1,1,4,41,6086,1,1,1,1,0,9,9,1,3,1
390,1,1,2,1,45,22445,1,1,1,1,0,9,8,1,1,1
1,1,1,8,12,47,845,1,1,1,1,0,9,1,2,1,4
7,1,1,3,1,36,898,1,1,1,1,2,9,4,1,3,4
20,1,1,3,12,38,4152,1,1,1,1,4,9,17,2,3,1
73,1,1,2,1,42,6729,1,1,1,1,0,9,12,1,0,1
232,1,1,2,1,44,19574,1,1,1,1,0,9,1,2,3,1
276,1,1,2,1,65,7549,1,1,1,1,1,9,7,1,3,1
52,1,1,7,4,53,5779,1,1,1,1,0,9,9,1,3,3
13,1,1,7,18,41,4865,1,1,1,1,0,9,30,1,3,1
117,1,1,2,1,35,8438,1,1,1,1,0,9,2,3,1,1
19,1,1,3,11,51,3037,1,1,1,2,0,9,2,2,1,3
33,1,1,3,4,36,5952,1,1,1,1,1,9,2,1,3,3
0,1,1,1,1,67,152,1,1,2,2,0,9,4,3,1,4
16,1,1,3,18,55,1204,1,1,2,2,0,9,3,3,3,3
145,1,1,2,18,27,9074,1,1,1,1,0,9,0,1,1,1
459,1,1,2,1,42,2231,1,1,1,1,4,9,23,1,3,1
50,1,2,7,17,26,33589,2,2,1,1,2,9,14,1,4,2
131,1,1,2,1,14,7364,1,1,1,1,0,9,3,1,0,1
20,1,1,1,14,63,3224,1,1,1,2,0,9,2,1,1,1
215,1,1,4,1,30,8438,1,1,1,1,9,9,3,3,3,1
149,1,2,2,1,28,9157,1,1,1,1,9,9,3,1,3,1
459,1,1,2,18,67,20149,1,1,1,1,4,9,9,1,3,1
125,1,1,8,11,53,4877,1,1,1,1,0,9,1,1,1,1
5,1,1,3,18,30,11378,1,1,2,2,0,9,0,1,1,3
112,1,1,7,1,24,5393,1,1,1,1,0,9,2,1,1,1
105,1,1,3,9,55,4386,1,1,2,2,0,9,26,1,3,1
116,1,1,2,1,56,23089,1,1,1,1,0,9,15,1,1,2
4,1,1,2,1,38,1616,1,1,1,2,0,9,27,3,3,4
297,1,2,2,1,24,4893,1,1,1,1,0,9,2,2,1,1
174,1,2,2,18,22,11378,1,1,2,2,0,9,1,1,1,1
184,1,1,2,1,50,22445,1,1,1,1,0,9,5,1,1,1
105,1,1,3,4,60,4386,1,1,1,1,4,9,18,1,3,1
390,1,1,2,1,29,22445,1,1,1,1,1,9,1,1,3,1
390,1,1,8,16,30,22445,1,1,1,1,0,9,14,1,3,1
124,1,2,3,4,24,26640,1,1,1,1,4,9,1,1,1,1
149,1,1,8,12,61,4558,1,1,1,2,0,9,13,3,0,1
83,1,1,1,14,70,3337,1,1,1,1,4,9,41,1,3,1
40,1,1,2,1,29,5802,1,1,1,1,0,9,2,1,1,1
33,1,2,8,11,40,26640,1,1,1,1,4,9,20,1,4,1
64,1,1,2,1,77,8563,1,1,1,2,0,9,40,1,3,1
12,1,1,2,1,27,15694,1,1,1,1,4,9,45,1,1,3
301,1,1,2,1,52,19345,1,1,1,1,0,9,3,1,1,1
3,2,1,2,1,63,612,1,1,2,2,0,9,19,3,1,4
17,1,1,3,1,28,1913,1,1,2,1,4,9,1,3,1,1
8,1,1,7,4,40,4738,1,1,1,2,0,9,1,2,1,4
7,1,1,3,1,24,2417,1,1,1,1,0,9,1,1,1,3
69,1,1,4,1,74,27723,1,1,1,1,0,9,14,1,3,2
165,1,2,2,1,28,33589,2,2,1,1,4,9,4,1,3,1
17,1,1,3,1,28,1913,1,1,2,2,9,9,3,3,1,1
48,1,1,7,6,32,3175,1,1,1,1,1,9,18,2,2,1
12,1,1,8,11,30,3266,1,1,1,1,0,9,0,2,1,4
42,1,1,3,4,17,3433,1,1,1,1,0,9,3,1,1,1
33,1,1,8,18,27,3377,1,1,1,1,0,9,0,3,1,1
21,1,1,3,1,31,3266,1,1,1,1,0,9,7,2,1,3
47,1,1,2,18,50,8563,1,1,1,2,1,9,11,1,2,1
158,1,1,7,1,63,3602,1,1,1,1,0,9,4,3,1,1
17,1,1,7,1,38,5393,1,1,1,1,0,9,10,1,3,3
82,1,1,1,4,28,5802,1,1,1,1,0,9,9,1,3,1
5,1,1,8,10,33,5697,1,1,2,2,4,9,1,2,3,4
90,1,1,7,4,54,1857,1,1,1,1,0,9,13,1,3,1
7,1,1,2,1,19,2960,1,1,1,1,4,9,1,1,1,3
4,1,1,1,4,67,3433,1,1,1,1,9,9,13,1,3,4
11,1,1,3,2,36,2800,1,1,1,1,0,9,1,1,3,4
297,1,1,2,1,61,16325,1,1,1,1,0,9,4,1,3,1
114,1,2,2,1,28,15519,1,1,1,1,0,9,1,1,1,1
65,1,1,3,4,28,7730,1,1,1,1,0,9,6,2,3,1
7,1,1,8,1,67,1670,1,1,1,1,0,9,0,3,1,4
124,1,1,2,1,26,10407,1,1,2,2,0,9,7,1,3,1
145,1,1,2,18,34,9074,1,1,1,1,0,9,12,1,3,1
301,1,1,2,1,52,2598,1,1,1,1,0,9,3,1,1,1
18,1,1,1,4,38,4236,1,1,1,1,0,9,18,3,0,1
42,1,1,8,12,32,997,1,1,1,1,2,9,8,1,3,3
23,1,2,3,1,68,8563,1,1,1,2,4,9,1,1,3,2
36,1,1,2,1,24,49907,1,1,1,1,4,9,8,1,1,2
8,1,1,8,1,49,1460,1,1,1,1,4,9,19,1,3,4
64,1,1,2,1,29,3230,1,1,1,1,0,9,12,2,3,1
9,1,1,1,4,48,1150,1,1,1,1,0,9,36,1,3,4
5,1,2,2,1,29,5871,1,1,1,1,0,9,9,2,1,3
22,1,1,3,4,49,4392,1,1,1,1,0,9,32,1,3,3
0,1,1,1,4,42,347,1,1,1,1,0,9,17,3,3,4
5,1,1,7,1,65,2870,1,1,1,1,0,9,27,2,3,4
1,1,1,8,1,22,1312,1,1,1,1,4,9,14,2,3,4
1,1,2,8,18,48,16667,1,1,2,2,0,9,1,3,1,4
40,1,1,7,1,52,4738,1,1,2,1,4,9,14,2,3,1
22,1,1,8,6,34,1347,1,1,1,1,0,9,11,1,3,4
99,1,1,3,1,38,14735,1,1,1,1,4,9,6,1,1,1
6,1,1,8,1,24,663,1,1,1,1,0,9,10,2,3,4
7,1,1,3,1,59,655,1,1,2,1,0,9,39,3,3,4
80,1,1,8,1,54,11490,1,1,1,2,0,9,8,2,1,1
63,1,1,2,1,43,3037,1,1,1,2,3,9,5,2,3,1
30,1,1,2,1,50,8563,1,1,1,2,0,9,27,1,3,1
297,1,1,2,1,65,16325,1,1,1,1,0,9,1,1,1,1
72,1,1,2,1,45,2620,1,1,1,1,0,9,0,1,3,1
3,1,1,3,1,47,362,1,1,1,1,2,9,22,3,4,4
16,1,1,7,1,34,1913,1,1,2,2,0,9,7,3,3,3
1,1,1,7,1,25,18976,1,1,1,1,9,9,11,1,6,4
459,1,1,3,18,42,20149,1,1,1,1,0,9,16,1,3,1
18,1,1,8,1,60,26640,1,1,1,1,0,9,0,1,1,3
51,1,1,7,21,31,18976,1,1,1,1,9,9,18,1,4,1
376,1,1,2,1,58,12248,1,1,1,1,2,9,16,1,4,1
2,1,1,8,16,25,587,1,1,1,2,0,9,3,3,3,4
82,1,1,2,1,36,7169,1,1,1,1,4,9,1,1,3,1
26,1,1,1,4,21,2869,1,1,1,2,4,9,14,1,3,3
90,1,1,3,1,57,4758,1,1,1,1,0,9,7,3,0,1
102,1,1,1,4,18,4236,1,1,1,1,0,9,24,3,1,1
13,1,1,7,1,26,3211,1,1,1,1,9,9,45,1,3,3
16,1,1,3,6,59,312,1,1,1,1,0,9,8,1,3,4
29,1,1,1,2,66,7358,1,1,1,1,1,9,6,1,3,1
6,1,1,8,11,22,3634,1,1,1,1,0,9,1,2,1,4
82,1,1,8,18,43,5263,1,1,1,1,2,9,4,2,4,1
390,1,1,2,1,41,22445,1,1,1,1,0,9,1,1,1,1
14,1,1,3,2,27,1870,1,1,1,1,0,9,10,2,3,3
145,1,1,3,18,38,10426,1,1,1,1,0,9,6,1,3,1
297,1,1,2,1,43,4893,1,1,1,1,0,9,7,2,3,1
9,1,1,3,6,27,3423,1,1,1,2,0,9,6,2,3,1
55,1,1,8,1,47,1491,1,1,1,1,0,9,0,3,1,1
299,1,2,8,16,41,6401,1,1,1,1,1,9,5,2,3,1
59,1,1,2,18,45,3377,1,1,1,1,0,9,12,3,0,1
9,1,1,8,10,64,2125,1,1,1,1,0,9,42,1,3,3
10,1,1,2,1,54,3745,1,1,1,1,0,9,6,2,1,3
90,1,1,2,1,22,1857,1,1,1,1,0,9,0,1,1,1
10,1,1,3,1,68,2764,1,1,2,2,0,9,15,1,0,3
100,1,1,2,1,27,4039,1,1,1,1,4,9,3,2,3,1
100,1,1,1,7,17,4039,1,1,1,1,0,9,3,2,0,1
165,1,2,2,1,37,33589,2,2,1,1,4,9,0,1,3,1
35,1,1,3,14,38,1695,1,1,2,2,2,9,7,1,4,1
7,1,1,2,20,69,8206,1,1,2,2,2,9,14,1,6,1
1,1,1,5,2,61,3430,1,1,1,1,0,9,14,3,3,4
74,1,1,2,1,27,4045,1,1,1,1,4,9,3,3,3,1
14,1,1,2,1,44,2985,1,1,1,1,0,9,2,2,1,4
7,1,1,8,11,48,5077,1,1,1,1,0,9,9,1,3,4
6,1,1,2,1,60,4484,1,1,1,1,0,9,9,1,0,4
7,1,1,1,4,28,3230,1,1,1,1,4,9,42,2,3,4
12,1,1,8,1,73,3373,1,1,1,1,0,9,10,1,3,4
116,1,1,1,4,44,2107,1,1,1,1,2,9,2,1,1,1
459,1,1,8,18,50,20149,1,1,1,1,4,9,4,1,3,1
6,1,1,2,15,56,5782,1,1,1,1,1,9,5,1,3,4
5,2,1,8,16,32,1098,2,2,2,2,0,9,4,3,1,4
301,1,1,3,1,44,19345,1,1,1,1,0,9,15,1,3,1
7,1,1,8,11,40,1560,1,1,2,2,0,9,8,3,3,4
7,1,2,3,1,55,1695,1,1,1,1,0,9,5,1,3,1
262,1,1,7,9,50,16325,1,1,1,1,0,9,8,1,3,1
45,1,1,8,11,38,18946,1,1,1,1,2,9,17,1,4,1
4,1,1,8,1,31,1590,1,1,1,1,9,9,18,1,3,4
39,1,1,3,6,22,1423,1,1,1,1,4,9,22,1,1,1
90,1,1,4,1,20,4597,1,1,1,1,0,9,11,2,1,1
33,1,1,4,1,50,7761,1,1,2,1,0,9,33,1,3,3
9,1,1,7,4,47,4773,1,1,1,1,2,9,26,2,3,4
189,1,1,2,18,31,19360,1,1,1,1,0,9,21,1,3,1
218,1,1,5,14,67,11512,1,1,1,1,0,9,9,1,1,1
59,1,1,8,1,50,4089,1,1,1,1,2,9,19,1,4,1
26,1,1,2,18,25,2620,1,1,1,1,0,9,2,1,1,1
19,1,1,7,1,39,7358,1,1,1,1,0,9,11,1,3,2
200,1,1,3,14,47,12383,1,1,1,1,0,9,9,1,3,1
57,1,1,8,16,38,7481,1,1,1,1,2,9,24,1,4,1
7,1,1,1,4,29,3320,1,1,1,1,0,9,9,3,1,3
15,1,1,8,13,37,1662,1,1,1,1,1,9,0,2,3,4
7,1,1,7,4,18,1401,1,1,1,1,0,9,5,2,1,4
112,1,1,1,1,42,5393,1,1,1,1,0,9,3,1,1,1
86,1,1,2,1,41,2598,1,1,1,1,0,9,10,1,3,1
102,1,1,1,18,25,3377,1,1,1,1,0,9,1,3,1,1
1,1,1,8,10,61,2619,1,1,1,1,0,9,30,3,3,4
10,1,1,8,18,70,2523,1,1,1,1,0,9,30,1,3,4
9,1,1,8,1,36,5334,1,1,1,1,4,9,3,3,3,3
30,1,1,8,16,66,2625,1,1,2,2,0,9,32,3,3,3
11,1,1,8,18,14,2832,1,1,1,1,0,9,3,2,0,3
301,1,1,3,1,49,2598,1,1,1,1,0,9,21,1,3,1
22,1,1,2,1,32,1710,1,1,1,2,9,9,3,2,2,1
417,1,1,2,1,33,13321,1,1,2,2,4,9,11,3,1,1
120,1,1,7,7,40,9019,1,1,2,2,0,9,0,3,1,1
20,1,1,3,1,54,2417,1,1,1,1,1,9,7,1,3,3
1,1,1,8,10,41,2450,1,1,2,2,0,9,31,1,3,4
181,1,1,2,1,14,13321,1,1,2,2,0,9,3,3,0,1
1,1,1,8,1,28,1631,1,1,2,2,0,9,7,3,1,4
3,1,1,8,11,37,845,1,1,1,1,0,9,0,2,1,4
62,1,2,8,16,27,12248,1,1,1,1,4,9,0,1,1,1
262,1,1,7,9,28,16325,1,1,1,1,0,9,4,1,1,1
14,1,1,3,1,35,2870,1,1,1,1,2,9,7,2,4,3
98,1,1,3,1,54,4917,1,1,1,1,0,9,14,3,3,1
2,1,1,1,2,24,1305,1,1,2,2,2,9,14,3,4,4
5,1,1,8,1,57,1178,1,1,2,2,0,9,7,1,1,4
25,1,1,1,4,59,6862,2,2,1,1,4,9,15,1,3,1
4,1,1,3,4,39,980,1,1,1,1,0,9,13,2,4,4
301,1,1,3,1,42,2598,1,1,1,1,0,9,12,1,0,1
299,1,1,2,1,26,6401,1,1,1,1,0,9,15,2,0,1
163,1,2,8,11,51,12248,1,1,1,1,0,9,8,1,1,1
9,1,1,1,4,29,920,1,1,1,1,4,9,25,1,3,4
8,1,1,2,1,48,79083,2,2,2,1,4,9,14,1,3,4
125,1,1,8,11,33,4877,1,1,1,1,4,9,4,1,3,1
10,1,2,5,1,44,10170,1,1,1,1,4,9,18,2,3,3
149,1,2,3,1,41,9157,1,1,1,1,2,9,1,1,4,1
63,1,2,2,1,25,10407,1,1,1,1,4,9,10,1,3,1
101,1,1,4,1,30,3594,1,1,1,1,4,9,18,1,3,1
255,1,2,8,18,76,12248,1,2,2,2,0,1,1,1,1,1
127,1,2,4,1,36,5427,1,1,1,2,0,9,5,2,3,1
6,1,1,3,4,30,4553,1,1,1,1,9,9,16,3,3,4
65,1,1,2,1,60,4211,1,1,1,1,9,9,9,1,0,1
22,1,1,2,1,24,7730,1,1,1,1,0,9,15,2,3,3
19,1,1,2,1,19,11189,1,1,1,1,4,9,6,1,3,1
93,1,1,2,4,47,11361,1,1,1,1,0,9,40,1,3,1
200,1,1,4,1,31,12383,1,1,1,2,4,9,34,1,3,1
6,1,1,3,1,34,4643,1,1,1,1,0,9,23,2,3,1
25,1,2,2,1,47,10399,1,1,2,1,0,9,14,3,3,3
80,1,1,3,1,33,4196,1,1,1,1,4,9,15,2,3,1
17,1,1,5,14,28,6509,1,1,1,2,4,9,15,1,4,3
120,1,1,7,8,19,9019,1,1,2,2,0,9,2,3,1,1
104,1,1,7,9,43,5361,1,1,2,1,0,9,43,2,3,1
67,1,1,7,1,66,2222,1,1,1,1,0,9,32,3,3,1
21,1,1,3,8,46,10407,1,1,2,2,4,9,9,1,3,3
11,1,1,7,4,43,2787,1,1,1,1,0,9,14,3,3,1
232,1,2,3,18,40,19574,1,1,2,1,0,9,2,2,3,1
231,1,1,2,1,19,9827,1,1,2,1,0,9,4,1,0,1
37,1,1,3,1,26,2620,1,1,2,2,0,9,9,1,1,1
8,1,1,1,4,30,4873,1,1,1,1,0,1,22,1,3,4
13,1,1,8,1,50,540,1,1,1,1,3,9,5,1,3,4
79,1,1,3,14,67,8225,1,1,1,1,0,9,12,1,4,1
15,1,1,7,11,38,4779,1,1,1,1,0,9,0,1,3,1
10,1,1,1,4,39,3745,1,1,1,1,0,9,2,2,3,3
119,1,1,2,1,16,9074,1,1,1,1,0,9,7,1,0,1
11,1,1,2,1,63,2435,1,1,1,1,2,9,0,3,4,3
34,1,2,8,18,74,31765,1,1,1,1,4,9,1,3,3,1
10,1,1,1,4,53,3557,1,1,1,1,2,9,12,1,4,3
41,1,1,1,2,27,5967,1,1,1,1,0,9,23,3,3,1
174,1,1,3,18,36,4155,1,1,2,2,0,9,1,1,1,1
16,1,1,7,16,31,9827,1,1,1,1,4,9,7,1,3,2
18,1,1,7,1,65,14735,1,1,1,1,0,9,14,1,0,3
39,1,1,8,11,39,3745,1,1,1,1,0,9,12,2,3,1
12,1,1,8,1,35,1460,1,1,1,1,0,9,5,1,3,4
117,1,1,5,2,46,23089,1,1,1,1,1,9,7,1,3,1
9,1,1,3,4,49,2787,1,1,1,1,4,9,5,3,3,3
303,1,1,8,16,35,12383,1,1,1,2,3,9,0,1,3,1
297,1,1,7,1,64,16325,1,1,1,1,0,9,6,1,1,1
5,1,2,2,1,29,4534,1,1,1,1,0,9,22,2,3,3
303,1,1,3,6,52,12383,1,1,1,1,1,9,8,1,2,1
0,1,1,1,2,25,4443,1,1,1,1,0,9,16,3,3,4
30,1,1,2,1,40,2598,1,1,1,1,1,9,3,1,2,2
4,1,1,3,1,49,5046,1,1,1,1,0,9,2,2,3,4
18,1,2,8,11,27,2714,1,1,1,1,4,9,5,1,3,4
19,1,1,8,16,27,5933,1,1,1,1,0,9,2,3,1,1
10,1,1,3,7,28,2523,1,1,2,1,4,9,30,1,3,4
30,1,1,8,1,27,5243,1,1,1,1,0,9,3,3,3,1
104,1,1,7,8,21,1349,1,1,1,1,0,9,13,3,1,1
35,1,1,7,4,19,5779,1,1,1,1,0,9,0,1,1,3
16,1,1,8,1,25,4678,1,1,1,1,0,9,0,1,1,3
182,1,1,2,1,37,3904,1,1,1,1,1,9,6,1,3,1
11,1,1,8,11,31,2729,1,1,1,2,4,9,1,1,3,4
4,1,1,3,4,52,4758,1,1,1,1,4,9,22,3,3,3
20,1,1,7,4,54,3677,1,1,1,1,1,9,0,2,6,3
8,1,1,3,1,18,312,1,1,1,1,0,9,3,1,0,4
8,1,1,2,1,41,222,1,1,2,2,0,9,5,1,1,4
8,1,1,8,16,36,3433,1,1,1,1,9,9,1,1,1,4
169,1,1,2,1,51,1219,1,1,1,1,0,9,5,3,1,1
67,1,1,3,1,35,4386,1,1,1,1,9,9,3,1,3,1
12,1,1,3,16,39,5046,1,1,1,1,0,9,12,2,3,4
9,1,2,2,6,32,2714,1,1,1,1,2,9,6,1,4,1
444,1,1,7,15,23,13321,1,1,2,2,0,9,11,3,1,1
417,1,1,7,6,20,13321,1,1,2,2,4,9,3,3,3,1
72,1,1,7,4,35,5393,1,1,1,1,0,9,7,1,3,1
54,1,1,8,16,18,312,1,1,2,2,0,9,4,1,1,1
30,1,1,3,4,47,3433,1,1,1,1,9,9,12,1,3,1
16,1,1,8,11,56,3423,1,1,1,1,0,9,22,2,3,3
5,2,1,2,1,42,734,1,1,2,2,0,9,11,2,3,4
21,1,1,3,2,29,3116,1,1,1,1,4,9,33,1,3,3
38,1,1,1,4,45,2222,1,1,1,1,0,9,4,3,1,1
8,1,1,2,1,37,2582,1,1,2,1,4,9,4,2,3,3
4,1,1,3,4,66,3666,1,1,1,1,9,9,6,1,3,4
182,1,1,3,6,44,3904,1,1,1,1,0,9,34,1,3,1
0,1,1,8,10,73,5802,1,1,1,1,0,9,38,1,3,4
276,1,1,8,1,19,1423,1,1,1,1,0,9,0,1,1,1
76,1,1,3,6,55,3973,1,1,1,2,4,9,32,2,3,1
32,1,1,2,1,42,3423,1,1,1,2,0,9,12,2,5,3
12,1,1,8,1,53,696,1,1,1,1,0,9,27,2,3,4
21,1,1,1,4,30,917,1,1,2,1,4,9,2,1,3,3
18,1,1,2,1,20,2027,1,1,1,1,0,9,10,1,0,3
10,1,1,3,1,53,937,1,1,1,2,0,9,7,3,1,1
280,1,2,7,12,19,4893,1,1,1,1,0,9,1,2,1,1
21,1,1,3,4,20,6171,1,1,1,1,4,9,0,1,3,3
13,1,1,3,1,43,5898,1,1,1,1,3,9,7,1,3,4
7,1,1,3,1,22,2450,1,1,1,1,0,9,19,1,3,4
14,1,1,3,14,43,4397,1,1,1,1,0,9,31,2,3,3
16,1,1,2,1,43,8225,1,1,1,2,3,9,4,1,3,2
21,1,1,2,1,36,3373,1,1,1,1,0,9,16,1,1,4
218,1,1,3,12,28,11512,1,1,1,1,0,9,8,1,1,1
10,1,1,3,1,58,4783,1,1,2,2,4,9,7,2,1,4
74,1,1,2,1,14,4045,1,1,1,1,0,9,3,3,0,1
10,1,1,2,1,21,2435,1,1,1,1,9,9,1,3,3,4
11,1,1,2,1,41,937,1,1,1,2,1,9,3,3,3,1
189,1,1,7,18,28,19360,1,1,1,1,0,9,12,1,3,1
3,1,1,8,1,30,2870,1,1,1,1,0,9,25,2,3,3
125,1,1,4,1,44,4877,1,1,1,1,0,9,7,1,3,1
33,1,1,4,1,33,5952,1,1,1,1,4,9,44,1,5,3
27,1,1,8,11,59,7063,1,1,1,1,4,9,8,1,3,3
9,1,1,8,1,23,3211,1,1,1,1,1,9,7,1,3,4
18,1,1,2,1,56,4236,1,1,1,1,1,9,8,3,3,3
14,1,1,7,1,16,3506,1,1,1,1,0,9,7,3,0,1
9,1,1,8,1,38,1501,1,1,1,1,0,9,29,1,3,4
11,1,1,8,1,47,973,1,1,1,1,4,9,16,2,3,4
182,1,1,2,1,34,3904,1,1,1,1,0,9,13,1,1,1
18,1,1,7,1,26,14735,1,1,1,1,1,9,6,1,3,3
63,1,1,8,1,24,8008,1,1,1,1,9,9,14,1,3,1
0,1,1,1,4,42,347,1,1,1,1,0,9,30,3,3,4
105,1,1,3,12,67,8225,1,1,1,1,0,9,10,1,3,1
152,1,2,7,1,26,15818,1,1,1,1,0,9,2,1,1,1
89,1,2,2,18,25,16667,1,1,2,2,1,9,0,3,3,1
125,1,1,8,11,55,4877,1,1,1,1,0,9,6,1,3,1
459,1,1,3,18,22,2231,1,1,1,1,0,9,5,1,1,1
5,1,1,2,1,38,2873,1,1,1,2,0,9,4,2,1,3
127,1,2,4,1,36,5427,1,1,1,2,0,9,2,2,3,1
3,1,1,3,14,44,4700,1,1,1,1,1,9,3,1,3,3
14,1,1,7,1,38,3710,1,1,1,1,4,9,11,2,3,4
11,1,1,3,8,30,9157,1,1,1,1,0,9,7,1,1,2
13,1,1,2,1,34,3211,1,1,1,1,9,9,1,1,3,3
15,1,1,7,6,52,5782,1,1,1,1,1,9,7,1,3,1
145,1,1,3,1,47,10456,1,1,1,1,0,9,3,3,3,1
6,1,1,2,1,45,5782,1,1,1,2,0,9,43,1,3,4
67,1,1,7,1,61,2222,1,1,1,1,0,9,37,3,1,1
18,1,1,8,1,54,6957,1,1,1,1,0,9,18,1,3,3
13,1,1,3,6,28,3423,1,1,1,2,4,9,0,2,3,3
15,1,1,3,14,25,937,1,1,1,2,0,9,0,3,1,3
10,1,2,8,18,67,4665,1,1,2,2,0,9,31,1,3,4
17,1,1,1,4,41,1913,1,1,2,2,2,9,15,3,6,3
75,1,1,3,1,64,1491,1,1,1,1,0,9,3,3,1,1
15,1,1,8,18,73,5967,1,1,1,1,0,9,14,3,3,3
24,1,1,8,13,21,2104,1,1,1,1,4,9,1,2,3,1
255,1,1,2,1,36,12248,1,1,1,1,0,9,16,1,1,1
390,1,1,7,6,35,22445,1,1,1,1,2,9,41,1,4,1
77,1,1,2,1,32,16519,1,1,1,1,1,9,5,1,3,1
14,1,1,8,10,28,2800,1,1,1,1,0,9,4,1,3,4
21,1,1,4,20,50,6171,1,1,1,1,0,9,7,1,3,3
71,1,2,3,4,38,5871,1,1,1,1,2,9,4,2,4,1
83,1,1,1,14,70,3337,1,1,1,1,4,9,0,1,3,1
4,1,1,8,1,70,2787,1,1,1,1,4,9,5,3,1,3
7,1,1,8,1,65,2764,1,1,2,2,0,9,14,1,0,3
9,2,1,8,16,56,1142,1,1,1,1,0,9,14,3,3,4
13,1,1,1,4,24,2395,1,1,1,1,9,9,9,1,3,4
45,1,1,8,16,34,7730,1,1,1,1,0,9,13,2,3,1
16,1,1,2,1,28,7063,1,1,1,1,0,9,8,1,3,2
459,1,1,3,18,33,2231,1,1,1,1,0,9,18,1,3,1
17,1,1,7,1,37,5393,1,1,1,1,0,9,7,1,3,3
7,1,1,8,1,53,1498,1,1,1,1,0,9,9,2,1,4
139,1,1,2,2,60,7358,1,1,1,1,0,9,24,1,3,1
149,1,2,5,1,37,9157,1,1,1,1,0,9,14,1,3,1
114,1,1,1,2,42,3377,1,1,1,1,4,9,1,3,3,1
43,1,1,8,1,42,1258,1,1,1,1,0,9,3,2,3,3
58,1,1,4,1,25,2651,1,1,1,1,0,9,13,2,3,1
58,1,1,2,1,71,7195,1,1,1,2,4,9,26,1,4,1
4,1,1,7,1,30,2501,1,1,2,2,0,9,1,3,1,4
0,1,1,2,1,48,16025,1,1,1,1,0,9,4,1,3,4
8,1,1,2,4,23,648,1,1,1,2,0,9,17,2,3,1
101,1,1,3,1,66,7063,1,1,1,1,0,9,4,1,3,1
139,1,1,2,2,60,7358,1,1,1,1,0,9,26,1,3,1
4,1,1,8,10,64,920,1,1,1,1,2,9,15,1,4,4
301,1,1,3,1,36,2598,1,1,1,1,9,9,7,1,1,1
174,1,1,1,18,28,11378,1,1,2,1,0,9,9,1,3,1
112,2,1,3,16,24,15315,2,2,1,1,0,9,3,1,1,1
13,1,1,8,11,31,5779,1,1,1,1,4,9,3,1,3,3
104,1,1,1,2,43,5361,1,1,2,1,0,9,6,2,1,1
5,1,1,8,10,45,3108,1,1,1,1,0,9,14,2,3,3
8,1,1,2,1,30,771,1,1,1,1,0,9,16,1,3,4
14,1,1,8,11,62,4551,1,1,1,2,2,9,2,1,4,4
57,1,1,1,14,36,4397,1,1,1,2,0,9,33,2,3,1
27,1,1,3,1,35,2525,1,1,1,1,0,9,15,2,3,3
11,1,1,3,1,55,2448,1,1,1,1,0,9,4,2,1,4
390,1,1,7,15,31,22445,1,1,1,1,0,9,7,1,1,1
6,2,1,3,4,45,2222,1,1,2,2,0,9,8,3,3,4
7,1,1,3,8,29,915,1,1,1,1,1,9,15,3,3,4
231,1,1,3,8,55,15315,1,1,1,1,0,9,31,1,3,1
61,1,2,4,18,39,3815,1,1,2,2,1,9,0,1,3,1
66,1,1,7,1,34,5334,1,1,1,1,2,9,10,3,4,1
17,1,1,8,10,67,16519,1,1,1,1,4,9,5,1,3,3
98,1,1,2,1,37,7730,1,1,1,1,4,9,9,2,3,1
104,1,1,3,4,26,1349,1,1,2,2,4,9,7,3,3,1
299,1,1,7,16,22,6401,1,1,1,1,0,9,2,2,1,1
232,1,2,3,8,29,19574,1,1,1,1,0,9,9,2,0,1
7,1,1,7,4,30,1401,1,1,1,1,0,9,5,2,1,4
32,1,1,2,1,24,8747,2,2,1,1,4,9,14,1,3,1
20,1,1,3,12,25,4152,1,1,1,1,0,9,29,2,1,3
126,1,2,8,16,37,4893,1,1,1,1,0,9,12,2,3,1
35,1,1,8,14,52,1695,1,1,1,1,0,9,9,1,1,1
79,1,1,8,1,50,13940,1,1,1,2,0,9,30,1,4,2
149,1,2,5,1,61,60870,1,1,1,1,0,9,29,1,3,1
9,1,1,2,1,39,2413,1,1,1,1,0,9,8,1,1,3
93,1,1,2,1,60,11361,1,1,1,1,0,9,34,1,3,1
41,1,1,8,16,21,16519,1,1,1,1,4,9,1,1,3,1
71,1,1,3,1,51,2787,1,1,1,1,2,9,3,3,4,1
67,3,1,3,4,31,2222,1,1,2,2,0,9,16,3,3,1
459,1,1,3,18,37,2231,1,1,1,1,0,9,7,1,3,1
19,1,1,2,1,35,9520,1,1,1,2,4,9,19,1,3,2
8,1,1,8,11,55,4443,1,1,1,1,4,9,1,3,3,4
7,1,1,1,2,37,997,1,1,2,2,0,9,31,1,3,4
163,2,1,3,1,15,2222,1,1,2,2,0,9,15,3,1,1
104,1,1,2,1,31,12383,1,1,1,2,4,9,43,1,1,1
30,1,1,2,1,40,19519,1,1,1,1,1,9,3,1,2,2
6,2,1,3,4,34,3350,1,1,2,2,0,9,3,2,3,4
